config,scheme,fold,merge_gap,min_duration,criterion,rule,n_subjects,n_met,pct_met
Glass-2,loo,chb02,16,2,medication_titration,szcore,1,0,0.0
Glass-2,loo,chb02,16,2,medication_titration,ali,1,0,0.0
Glass-2,loo,chb02,16,2,realtime_alert,szcore,1,0,0.0
Glass-2,loo,chb02,16,2,realtime_alert,ali,1,0,0.0
Glass-2,loo,chb02,20,0,medication_titration,szcore,1,0,0.0
Glass-2,loo,chb02,20,0,medication_titration,ali,1,0,0.0
Glass-2,loo,chb02,20,0,realtime_alert,szcore,1,0,0.0
Glass-2,loo,chb02,20,0,realtime_alert,ali,1,0,0.0
Glass-2,loo,chb02,20,1,medication_titration,szcore,1,0,0.0
Glass-2,loo,chb02,20,1,medication_titration,ali,1,0,0.0
Glass-2,loo,chb02,20,1,realtime_alert,szcore,1,0,0.0
Glass-2,loo,chb02,20,1,realtime_alert,ali,1,0,0.0
Glass-2,loo,chb02,20,2,medication_titration,szcore,1,0,0.0
Glass-2,loo,chb02,20,2,medication_titration,ali,1,0,0.0
Glass-2,loo,chb02,20,2,realtime_alert,szcore,1,0,0.0
Glass-2,loo,chb02,20,2,realtime_alert,ali,1,0,0.0
Glass-2,loo,chb02,30,0,medication_titration,szcore,1,0,0.0
Glass-2,loo,chb02,30,0,medication_titration,ali,1,0,0.0
Glass-2,loo,chb02,30,0,realtime_alert,szcore,1,0,0.0
Glass-2,loo,chb02,30,0,realtime_alert,ali,1,0,0.0
Glass-2,loo,chb02,30,1,medication_titration,szcore,1,0,0.0
Glass-2,loo,chb02,30,1,medication_titration,ali,1,0,0.0
Glass-2,loo,chb02,30,1,realtime_alert,szcore,1,0,0.0
Glass-2,loo,chb02,30,1,realtime_alert,ali,1,0,0.0
Glass-2,loo,chb02,30,2,medication_titration,szcore,1,0,0.0
Glass-2,loo,chb02,30,2,medication_titration,ali,1,0,0.0
Glass-2,loo,chb02,30,2,realtime_alert,szcore,1,0,0.0
Glass-2,loo,chb02,30,2,realtime_alert,ali,1,0,0.0
