config,model,scheme,fold,criterion,rule,test_recorded_hours,threshold,tuning_sens,tuning_fa,criterion_met_on_tuning,test_sens,test_fa,test_tp,test_fp,test_ref_true,criterion_met_on_test
Glass-7,rf,loo,chb11,medication_titration,szcore,34.79222222222222,0.85,0.06666666666666667,4.774957998054647,False,1.0,0.0,5.0,0.0,5.0,True
Glass-7,rf,loo,chb11,medication_titration,ali,34.79222222222222,0.62,0.06666666666666667,4.5839596781324605,False,0.6,2.7592373774470667,3.0,4.0,5.0,True
Glass-7,rf,loo,chb11,realtime_alert,szcore,34.79222222222222,0.9,0.06666666666666667,1.5279865593774868,False,0.8,0.0,4.0,0.0,5.0,True
Glass-7,rf,loo,chb11,realtime_alert,ali,34.79222222222222,0.68,0.06666666666666667,1.7189848792996727,False,0.4,2.7592373774470667,2.0,4.0,5.0,False
Glass-7,rf,loo,chb15,medication_titration,szcore,39.00888888888889,0.84,0.1111111111111111,4.168006689393452,False,0.0,0.0,0.0,0.0,20.0,False
Glass-7,rf,loo,chb15,medication_titration,ali,39.00888888888889,0.64,0.1111111111111111,4.399562616581977,False,0.0,0.0,0.0,0.0,20.0,False
Glass-7,rf,loo,chb15,realtime_alert,szcore,39.00888888888889,0.88,0.1111111111111111,1.8524474175082009,False,0.0,0.0,0.0,0.0,20.0,False
Glass-7,rf,loo,chb15,realtime_alert,ali,39.00888888888889,0.7,0.1111111111111111,1.8524474175082009,False,0.0,0.0,0.0,0.0,20.0,False
Glass-7,rf,loo,chb20,medication_titration,szcore,27.59888888888889,0.86,0.5294117647058824,4.642540501329895,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb20,medication_titration,ali,27.59888888888889,0.69,0.4117647058823529,4.449101313774483,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb20,realtime_alert,szcore,27.59888888888889,0.89,0.5294117647058824,1.5475135004432983,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb20,realtime_alert,ali,27.59888888888889,0.76,0.4117647058823529,1.7409526879987105,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb07,medication_titration,szcore,59.047777777777775,0.8,0.48,4.366741602108974,False,1.0,6.503208324708805,2.0,16.0,2.0,False
Glass-7,rf,loo,chb07,medication_titration,ali,59.047777777777775,0.65,0.32,4.890750594362051,False,1.0,1.2193515608829009,2.0,3.0,2.0,True
Glass-7,rf,loo,chb07,realtime_alert,szcore,59.047777777777775,0.84,0.44,1.5720269767592308,False,1.0,2.4387031217658017,2.0,6.0,2.0,False
Glass-7,rf,loo,chb07,realtime_alert,ali,59.047777777777775,0.7,0.32,1.9213663049279486,False,1.0,0.8129010405886006,2.0,2.0,2.0,True
Glass-7,lr,5fold,0,medication_titration,szcore,73.74555555555555,0.98,0.225,3.0658703556103903,False,0.05555555555555555,2.9289900709647285,2.0,9.0,36.0,False
Glass-7,lr,5fold,0,medication_titration,ali,73.74555555555555,0.92,0.175,4.716723624015985,False,0.0,4.556206777056245,0.0,14.0,36.0,False
Glass-7,lr,5fold,0,realtime_alert,szcore,73.74555555555555,0.99,0.2,1.1791809060039962,False,0.027777777777777776,1.952660047309819,1.0,6.0,36.0,False
Glass-7,lr,5fold,0,realtime_alert,ali,73.74555555555555,0.95,0.125,1.6508532684055948,False,0.0,3.579876753401335,0.0,11.0,36.0,False
Glass-7,lr,5fold,1,medication_titration,szcore,203.5311111111111,,,,False,,,,,,False
Glass-7,lr,5fold,1,medication_titration,ali,203.5311111111111,,,,False,,,,,,False
Glass-7,lr,5fold,1,realtime_alert,szcore,203.5311111111111,,,,False,,,,,,False
Glass-7,lr,5fold,1,realtime_alert,ali,203.5311111111111,,,,False,,,,,,False
Glass-7,lr,5fold,2,medication_titration,szcore,312.25333333333333,,,,False,,,,,,False
Glass-7,lr,5fold,2,medication_titration,ali,312.25333333333333,,,,False,,,,,,False
Glass-7,lr,5fold,2,realtime_alert,szcore,312.25333333333333,,,,False,,,,,,False
Glass-7,lr,5fold,2,realtime_alert,ali,312.25333333333333,,,,False,,,,,,False
Glass-7,lr,5fold,3,medication_titration,szcore,153.02666666666667,0.97,0.5151515151515151,4.956528390403101,False,0.6060606060606061,45.325433475646946,20.0,289.0,33.0,False
Glass-7,lr,5fold,3,medication_titration,ali,153.02666666666667,0.95,0.06060606060606061,4.681165702047372,False,0.2727272727272727,47.834800034852314,9.0,305.0,33.0,False
Glass-7,lr,5fold,3,realtime_alert,szcore,153.02666666666667,,,,False,,,,,,False
Glass-7,lr,5fold,3,realtime_alert,ali,153.02666666666667,,,,False,,,,,,False
Glass-7,lr,5fold,4,medication_titration,szcore,174.31555555555556,0.96,0.1388888888888889,4.881650118274548,False,0.5151515151515151,3.7173962928023254,17.0,27.0,33.0,False
Glass-7,lr,5fold,4,medication_titration,ali,174.31555555555556,0.91,0.0,4.556206777056245,False,0.06060606060606061,6.884067208893195,2.0,50.0,33.0,False
Glass-7,lr,5fold,4,realtime_alert,szcore,174.31555555555556,0.98,0.1388888888888889,1.952660047309819,False,0.30303030303030304,3.028989571913006,10.0,22.0,33.0,False
Glass-7,lr,5fold,4,realtime_alert,ali,174.31555555555556,0.99,0.0,1.952660047309819,False,0.0,2.340582851023686,0.0,17.0,33.0,False
Glass-7,lr,loo,chb16,medication_titration,szcore,17.0,,,,False,,,,,,False
Glass-7,lr,loo,chb16,medication_titration,ali,17.0,0.98,0.38095238095238093,4.716686044109749,False,0.0,22.588235294117645,0.0,16.0,8.0,False
Glass-7,lr,loo,chb16,realtime_alert,szcore,17.0,,,,False,,,,,,False
Glass-7,lr,loo,chb16,realtime_alert,ali,17.0,,,,False,,,,,,False
Glass-7,lr,loo,chb10,medication_titration,szcore,48.022222222222226,,,,False,,,,,,False
Glass-7,lr,loo,chb10,medication_titration,ali,48.022222222222226,0.98,0.25,4.416923873243487,False,0.7142857142857143,4.497917630726515,5.0,9.0,7.0,True
Glass-7,lr,loo,chb10,realtime_alert,szcore,48.022222222222226,,,,False,,,,,,False
Glass-7,lr,loo,chb10,realtime_alert,ali,48.022222222222226,0.99,0.2,1.6563464524663076,False,0.2857142857142857,4.997686256362794,2.0,10.0,7.0,False
Glass-7,lr,loo,chb01+21,medication_titration,szcore,72.38,,,,False,,,,,,False
Glass-7,lr,loo,chb01+21,medication_titration,ali,72.38,0.99,0.2,2.5600758540993804,False,0.0,0.9947499309201437,0.0,3.0,10.0,False
Glass-7,lr,loo,chb01+21,realtime_alert,szcore,72.38,,,,False,,,,,,False
Glass-7,lr,loo,chb01+21,realtime_alert,ali,72.38,,,,False,,,,,,False
Glass-7,lr,loo,chb09,medication_titration,szcore,67.86555555555556,,,,False,,,,,,False
Glass-7,lr,loo,chb09,medication_titration,ali,67.86555555555556,0.97,0.0,3.3461489712281893,False,1.0,37.83951931105617,4.0,107.0,4.0,False
Glass-7,lr,loo,chb09,realtime_alert,szcore,67.86555555555556,,,,False,,,,,,False
Glass-7,lr,loo,chb09,realtime_alert,ali,67.86555555555556,0.98,0.0,1.5209768051037222,False,1.0,15.206535797901077,4.0,43.0,4.0,False
Glass-7,lr,loo,chb18,medication_titration,szcore,33.63111111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb18,medication_titration,ali,33.63111111111111,0.99,0.0,3.7044543881257894,False,0.0,0.0,0.0,0.0,6.0,False
Glass-7,lr,loo,chb18,realtime_alert,szcore,33.63111111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb18,realtime_alert,ali,33.63111111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb13,medication_titration,szcore,11.0,0.97,0.05263157894736842,4.43701621863883,False,0.2,43.63636363636364,2.0,20.0,10.0,False
Glass-7,lr,loo,chb13,medication_titration,ali,11.0,0.91,0.0,3.025238330890111,False,0.0,146.1818181818182,0.0,67.0,10.0,False
Glass-7,lr,loo,chb13,realtime_alert,szcore,11.0,,,,False,,,,,,False
Glass-7,lr,loo,chb13,realtime_alert,ali,11.0,0.94,0.0,1.4117778877487186,False,0.0,61.09090909090909,0.0,28.0,10.0,False
Glass-7,lr,loo,chb02,medication_titration,szcore,34.26555555555556,0.96,0.043478260869565216,3.154407133925393,False,0.3333333333333333,2.8016472648270043,1.0,4.0,3.0,False
Glass-7,lr,loo,chb02,medication_titration,ali,34.26555555555556,0.89,0.0,3.745858471536404,False,0.0,2.1012354486202534,0.0,3.0,3.0,False
Glass-7,lr,loo,chb02,realtime_alert,szcore,34.26555555555556,0.98,0.043478260869565216,1.1829026752220224,False,0.3333333333333333,2.1012354486202534,1.0,3.0,3.0,False
Glass-7,lr,loo,chb02,realtime_alert,ali,34.26555555555556,0.91,0.0,1.3800531210923594,False,0.0,1.4008236324135022,0.0,2.0,3.0,False
Glass-7,lr,loo,chb14,medication_titration,szcore,26.0,0.97,0.11904761904761904,3.504552482391342,False,0.0,0.9230769230769231,0.0,1.0,8.0,False
Glass-7,lr,loo,chb14,medication_titration,ali,26.0,0.91,0.0,4.5353032125064425,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,lr,loo,chb14,realtime_alert,szcore,26.0,,,,False,,,,,,False
Glass-7,lr,loo,chb14,realtime_alert,ali,26.0,0.97,0.0,1.855351314207181,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,lr,loo,chb06,medication_titration,szcore,58.733333333333334,0.98,0.1891891891891892,2.736948808920426,False,0.0,4.086265607264472,0.0,10.0,8.0,False
Glass-7,lr,loo,chb06,medication_titration,ali,58.733333333333334,0.93,0.0,4.926507856056767,False,0.0,2.043132803632236,0.0,5.0,8.0,False
Glass-7,lr,loo,chb06,realtime_alert,szcore,58.733333333333334,0.99,0.16216216216216217,0.2736948808920426,False,0.0,2.4517593643586832,0.0,6.0,8.0,False
Glass-7,lr,loo,chb06,realtime_alert,ali,58.733333333333334,0.97,0.0,0.8210846426761278,False,0.0,2.043132803632236,0.0,5.0,8.0,False
Glass-7,lr,loo,chb03,medication_titration,szcore,37.00111111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb03,medication_titration,ali,37.00111111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb03,realtime_alert,szcore,37.00111111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb03,realtime_alert,ali,37.00111111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb12,medication_titration,szcore,20.685555555555556,,,,False,,,,,,False
Glass-7,lr,loo,chb12,medication_titration,ali,20.685555555555556,,,,False,,,,,,False
Glass-7,lr,loo,chb12,realtime_alert,szcore,20.685555555555556,,,,False,,,,,,False
Glass-7,lr,loo,chb12,realtime_alert,ali,20.685555555555556,,,,False,,,,,,False
Glass-7,lr,loo,chb22,medication_titration,szcore,30.002222222222223,,,,False,,,,,,False
Glass-7,lr,loo,chb22,medication_titration,ali,30.002222222222223,,,,False,,,,,,False
Glass-7,lr,loo,chb22,realtime_alert,szcore,30.002222222222223,,,,False,,,,,,False
Glass-7,lr,loo,chb22,realtime_alert,ali,30.002222222222223,,,,False,,,,,,False
Glass-7,lr,loo,chb04,medication_titration,szcore,146.6211111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb04,medication_titration,ali,146.6211111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb04,realtime_alert,szcore,146.6211111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb04,realtime_alert,ali,146.6211111111111,,,,False,,,,,,False
Glass-7,lr,loo,chb05,medication_titration,szcore,38.00222222222222,0.96,0.7692307692307693,4.8705691350230005,True,1.0,108.62522659493597,5.0,172.0,5.0,False
Glass-7,lr,loo,chb05,medication_titration,ali,38.00222222222222,0.94,0.0,4.8705691350230005,False,0.8,142.09695339453833,4.0,225.0,5.0,False
Glass-7,lr,loo,chb05,realtime_alert,szcore,38.00222222222222,0.99,0.38461538461538464,1.6235230450076668,False,1.0,30.314016724168177,5.0,48.0,5.0,False
Glass-7,lr,loo,chb05,realtime_alert,ali,38.00222222222222,0.99,0.0,1.6235230450076668,False,0.4,10.104672241389391,2.0,16.0,5.0,False
Glass-7,lr,loo,chb19,medication_titration,szcore,27.92888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb19,medication_titration,ali,27.92888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb19,realtime_alert,szcore,27.92888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb19,realtime_alert,ali,27.92888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb17,medication_titration,szcore,19.42888888888889,0.99,0.6071428571428571,4.597927002996512,True,0.6666666666666666,6.176369667162301,2.0,5.0,3.0,False
Glass-7,lr,loo,chb17,medication_titration,ali,19.42888888888889,0.99,0.10714285714285714,4.951613695534705,False,0.0,2.4705478668649206,0.0,2.0,3.0,False
Glass-7,lr,loo,chb17,realtime_alert,szcore,19.42888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb17,realtime_alert,ali,19.42888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb23,medication_titration,szcore,26.555555555555557,0.99,0.8076923076923077,4.100227790432802,True,0.0,1.807531380753138,0.0,2.0,7.0,False
Glass-7,lr,loo,chb23,medication_titration,ali,26.555555555555557,0.99,0.15384615384615385,4.731032065884002,False,0.0,0.0,0.0,0.0,7.0,False
Glass-7,lr,loo,chb23,realtime_alert,szcore,26.555555555555557,,,,False,,,,,,False
Glass-7,lr,loo,chb23,realtime_alert,ali,26.555555555555557,,,,False,,,,,,False
Glass-7,lr,loo,chb24,medication_titration,szcore,21.295555555555556,0.97,0.3333333333333333,3.8376803354416884,False,1.0,29.301888761348224,16.0,26.0,16.0,False
Glass-7,lr,loo,chb24,medication_titration,ali,21.295555555555556,0.92,0.1,4.605216402530026,False,0.375,23.666910153396643,6.0,21.0,16.0,False
Glass-7,lr,loo,chb24,realtime_alert,szcore,21.295555555555556,0.98,0.3,1.5350721341766753,False,1.0,23.666910153396643,16.0,21.0,16.0,False
Glass-7,lr,loo,chb24,realtime_alert,ali,21.295555555555556,0.99,0.0,1.2792267784805627,False,0.1875,14.650944380674112,3.0,13.0,16.0,False
Glass-7,lr,loo,chb08,medication_titration,szcore,20.005555555555556,0.98,0.15151515151515152,3.550295857988165,False,1.0,1.1996667592335462,5.0,1.0,5.0,True
Glass-7,lr,loo,chb08,medication_titration,ali,20.005555555555556,0.92,0.12121212121212122,3.7869822485207094,False,0.0,9.59733407386837,0.0,8.0,5.0,False
Glass-7,lr,loo,chb08,realtime_alert,szcore,20.005555555555556,0.99,0.12121212121212122,1.1834319526627217,False,1.0,0.0,5.0,0.0,5.0,True
Glass-7,lr,loo,chb08,realtime_alert,ali,20.005555555555556,0.95,0.12121212121212122,1.4201183431952662,False,0.0,9.59733407386837,0.0,8.0,5.0,False
Glass-7,lr,loo,chb11,medication_titration,szcore,34.79222222222222,0.97,0.06666666666666667,4.965956317976833,False,1.0,12.4165681985118,5.0,18.0,5.0,False
Glass-7,lr,loo,chb11,medication_titration,ali,34.79222222222222,0.9,0.06666666666666667,4.201963038288089,False,0.8,11.036949509788267,4.0,16.0,5.0,False
Glass-7,lr,loo,chb11,realtime_alert,szcore,34.79222222222222,0.99,0.06666666666666667,1.5279865593774868,False,0.8,0.6898093443617667,4.0,1.0,5.0,True
Glass-7,lr,loo,chb11,realtime_alert,ali,34.79222222222222,0.94,0.06666666666666667,1.336988239455301,False,0.8,2.7592373774470667,4.0,4.0,5.0,False
Glass-7,lr,loo,chb15,medication_titration,szcore,39.00888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb15,medication_titration,ali,39.00888888888889,0.99,0.05555555555555555,3.936450762204927,False,0.0,0.0,0.0,0.0,20.0,False
Glass-7,lr,loo,chb15,realtime_alert,szcore,39.00888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb15,realtime_alert,ali,39.00888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb20,medication_titration,szcore,27.59888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb20,medication_titration,ali,27.59888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb20,realtime_alert,szcore,27.59888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb20,realtime_alert,ali,27.59888888888889,,,,False,,,,,,False
Glass-7,lr,loo,chb07,medication_titration,szcore,59.047777777777775,,,,False,,,,,,False
Glass-7,lr,loo,chb07,medication_titration,ali,59.047777777777775,,,,False,,,,,,False
Glass-7,lr,loo,chb07,realtime_alert,szcore,59.047777777777775,,,,False,,,,,,False
Glass-7,lr,loo,chb07,realtime_alert,ali,59.047777777777775,,,,False,,,,,,False
Glass-7,mlp,5fold,0,medication_titration,szcore,73.74555555555555,,,,False,,,,,,False
Glass-7,mlp,5fold,0,medication_titration,ali,73.74555555555555,,,,False,,,,,,False
Glass-7,mlp,5fold,0,realtime_alert,szcore,73.74555555555555,,,,False,,,,,,False
Glass-7,mlp,5fold,0,realtime_alert,ali,73.74555555555555,,,,False,,,,,,False
Glass-7,mlp,5fold,1,medication_titration,szcore,203.5311111111111,,,,False,,,,,,False
Glass-7,mlp,5fold,1,medication_titration,ali,203.5311111111111,,,,False,,,,,,False
Glass-7,mlp,5fold,1,realtime_alert,szcore,203.5311111111111,,,,False,,,,,,False
Glass-7,mlp,5fold,1,realtime_alert,ali,203.5311111111111,,,,False,,,,,,False
Glass-7,mlp,5fold,2,medication_titration,szcore,312.25333333333333,,,,False,,,,,,False
Glass-7,mlp,5fold,2,medication_titration,ali,312.25333333333333,,,,False,,,,,,False
Glass-7,mlp,5fold,2,realtime_alert,szcore,312.25333333333333,,,,False,,,,,,False
Glass-7,mlp,5fold,2,realtime_alert,ali,312.25333333333333,,,,False,,,,,,False
Glass-7,mlp,5fold,3,medication_titration,szcore,153.02666666666667,,,,False,,,,,,False
Glass-7,mlp,5fold,3,medication_titration,ali,153.02666666666667,0.86,0.21212121212121213,4.818847046225237,False,0.3939393939393939,76.84935087566437,13.0,490.0,33.0,False
Glass-7,mlp,5fold,3,realtime_alert,szcore,153.02666666666667,,,,False,,,,,,False
Glass-7,mlp,5fold,3,realtime_alert,ali,153.02666666666667,,,,False,,,,,,False
Glass-7,mlp,5fold,4,medication_titration,szcore,174.31555555555556,,,,False,,,,,,False
Glass-7,mlp,5fold,4,medication_titration,ali,174.31555555555556,0.95,0.0,3.579876753401335,False,0.15151515151515152,2.340582851023686,5.0,17.0,33.0,False
Glass-7,mlp,5fold,4,realtime_alert,szcore,174.31555555555556,,,,False,,,,,,False
Glass-7,mlp,5fold,4,realtime_alert,ali,174.31555555555556,0.97,0.0,1.627216706091516,False,0.09090909090909091,2.340582851023686,3.0,17.0,33.0,False
Glass-7,mlp,loo,chb16,medication_titration,szcore,17.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb16,medication_titration,ali,17.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb16,realtime_alert,szcore,17.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb16,realtime_alert,ali,17.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb10,medication_titration,szcore,48.022222222222226,,,,False,,,,,,False
Glass-7,mlp,loo,chb10,medication_titration,ali,48.022222222222226,,,,False,,,,,,False
Glass-7,mlp,loo,chb10,realtime_alert,szcore,48.022222222222226,,,,False,,,,,,False
Glass-7,mlp,loo,chb10,realtime_alert,ali,48.022222222222226,,,,False,,,,,,False
Glass-7,mlp,loo,chb01+21,medication_titration,szcore,72.38,,,,False,,,,,,False
Glass-7,mlp,loo,chb01+21,medication_titration,ali,72.38,,,,False,,,,,,False
Glass-7,mlp,loo,chb01+21,realtime_alert,szcore,72.38,,,,False,,,,,,False
Glass-7,mlp,loo,chb01+21,realtime_alert,ali,72.38,,,,False,,,,,,False
Glass-7,mlp,loo,chb09,medication_titration,szcore,67.86555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb09,medication_titration,ali,67.86555555555556,0.99,0.0,3.3461489712281893,False,1.0,162.32092863340918,4.0,459.0,4.0,False
Glass-7,mlp,loo,chb09,realtime_alert,szcore,67.86555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb09,realtime_alert,ali,67.86555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb18,medication_titration,szcore,33.63111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb18,medication_titration,ali,33.63111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb18,realtime_alert,szcore,33.63111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb18,realtime_alert,ali,33.63111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb13,medication_titration,szcore,11.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb13,medication_titration,ali,11.0,0.81,0.0,4.6386987740315035,False,0.0,150.54545454545456,0.0,69.0,10.0,False
Glass-7,mlp,loo,chb13,realtime_alert,szcore,11.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb13,realtime_alert,ali,11.0,0.87,0.0,1.8151429985340666,False,0.0,106.9090909090909,0.0,49.0,10.0,False
Glass-7,mlp,loo,chb02,medication_titration,szcore,34.26555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb02,medication_titration,ali,34.26555555555556,0.99,0.0,3.943008917406741,False,0.0,0.0,0.0,0.0,3.0,False
Glass-7,mlp,loo,chb02,realtime_alert,szcore,34.26555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb02,realtime_alert,ali,34.26555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb14,medication_titration,szcore,26.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb14,medication_titration,ali,26.0,0.93,0.047619047619047616,4.329153066483422,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,mlp,loo,chb14,realtime_alert,szcore,26.0,,,,False,,,,,,False
Glass-7,mlp,loo,chb14,realtime_alert,ali,26.0,0.99,0.0,1.2369008761381206,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,mlp,loo,chb06,medication_titration,szcore,58.733333333333334,,,,False,,,,,,False
Glass-7,mlp,loo,chb06,medication_titration,ali,58.733333333333334,0.74,0.21621621621621623,4.926507856056767,False,0.0,163.45062429057887,0.0,400.0,8.0,False
Glass-7,mlp,loo,chb06,realtime_alert,szcore,58.733333333333334,,,,False,,,,,,False
Glass-7,mlp,loo,chb06,realtime_alert,ali,58.733333333333334,,,,False,,,,,,False
Glass-7,mlp,loo,chb03,medication_titration,szcore,37.00111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb03,medication_titration,ali,37.00111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb03,realtime_alert,szcore,37.00111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb03,realtime_alert,ali,37.00111111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb12,medication_titration,szcore,20.685555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb12,medication_titration,ali,20.685555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb12,realtime_alert,szcore,20.685555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb12,realtime_alert,ali,20.685555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb22,medication_titration,szcore,30.002222222222223,,,,False,,,,,,False
Glass-7,mlp,loo,chb22,medication_titration,ali,30.002222222222223,,,,False,,,,,,False
Glass-7,mlp,loo,chb22,realtime_alert,szcore,30.002222222222223,,,,False,,,,,,False
Glass-7,mlp,loo,chb22,realtime_alert,ali,30.002222222222223,,,,False,,,,,,False
Glass-7,mlp,loo,chb04,medication_titration,szcore,146.6211111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb04,medication_titration,ali,146.6211111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb04,realtime_alert,szcore,146.6211111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb04,realtime_alert,ali,146.6211111111111,,,,False,,,,,,False
Glass-7,mlp,loo,chb05,medication_titration,szcore,38.00222222222222,0.98,0.7692307692307693,4.545864526021467,True,1.0,124.41377697210689,5.0,197.0,5.0,False
Glass-7,mlp,loo,chb05,medication_titration,ali,38.00222222222222,0.77,0.15384615384615385,4.8705691350230005,False,1.0,176.83176422431436,5.0,280.0,5.0,False
Glass-7,mlp,loo,chb05,realtime_alert,szcore,38.00222222222222,,,,False,,,,,,False
Glass-7,mlp,loo,chb05,realtime_alert,ali,38.00222222222222,0.98,0.07692307692307693,1.9482276540092003,False,1.0,46.734109116425934,5.0,74.0,5.0,False
Glass-7,mlp,loo,chb19,medication_titration,szcore,27.92888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb19,medication_titration,ali,27.92888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb19,realtime_alert,szcore,27.92888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb19,realtime_alert,ali,27.92888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb17,medication_titration,szcore,19.42888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb17,medication_titration,ali,19.42888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb17,realtime_alert,szcore,19.42888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb17,realtime_alert,ali,19.42888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb23,medication_titration,szcore,26.555555555555557,,,,False,,,,,,False
Glass-7,mlp,loo,chb23,medication_titration,ali,26.555555555555557,,,,False,,,,,,False
Glass-7,mlp,loo,chb23,realtime_alert,szcore,26.555555555555557,,,,False,,,,,,False
Glass-7,mlp,loo,chb23,realtime_alert,ali,26.555555555555557,,,,False,,,,,,False
Glass-7,mlp,loo,chb24,medication_titration,szcore,21.295555555555556,0.98,0.3333333333333333,3.8376803354416884,False,1.0,39.444850255661066,16.0,35.0,16.0,False
Glass-7,mlp,loo,chb24,medication_titration,ali,21.295555555555556,0.65,0.16666666666666666,4.349371046833913,False,0.4375,27.04789731816759,7.0,24.0,16.0,False
Glass-7,mlp,loo,chb24,realtime_alert,szcore,21.295555555555556,0.99,0.3333333333333333,1.7909174898727878,False,1.0,38.317854534070754,16.0,34.0,16.0,False
Glass-7,mlp,loo,chb24,realtime_alert,ali,21.295555555555556,,,,False,,,,,,False
Glass-7,mlp,loo,chb08,medication_titration,szcore,20.005555555555556,0.97,0.15151515151515152,3.7869822485207094,False,1.0,3.5990002777006387,5.0,3.0,5.0,True
Glass-7,mlp,loo,chb08,medication_titration,ali,20.005555555555556,0.74,0.15151515151515152,4.970414201183432,False,0.0,5.998333796167731,0.0,5.0,5.0,False
Glass-7,mlp,loo,chb08,realtime_alert,szcore,20.005555555555556,0.99,0.15151515151515152,1.6568047337278105,False,1.0,0.0,5.0,0.0,5.0,True
Glass-7,mlp,loo,chb08,realtime_alert,ali,20.005555555555556,0.82,0.15151515151515152,1.8934911242603547,False,0.0,5.998333796167731,0.0,5.0,5.0,False
Glass-7,mlp,loo,chb11,medication_titration,szcore,34.79222222222222,0.99,0.06666666666666667,4.201963038288089,False,1.0,1.3796186887235333,5.0,2.0,5.0,True
Glass-7,mlp,loo,chb11,medication_titration,ali,34.79222222222222,0.81,0.03333333333333333,4.774957998054647,False,0.6,1.3796186887235333,3.0,2.0,5.0,True
Glass-7,mlp,loo,chb11,realtime_alert,szcore,34.79222222222222,,,,False,,,,,,False
Glass-7,mlp,loo,chb11,realtime_alert,ali,34.79222222222222,0.93,0.03333333333333333,1.9099831992218586,False,0.6,2.0694280330853,3.0,3.0,5.0,False
Glass-7,mlp,loo,chb15,medication_titration,szcore,39.00888888888889,,,,False,,,,,,False
Glass-7,mlp,loo,chb15,medication_titration,ali,39.00888888888889,0.98,0.1111111111111111,4.399562616581977,False,0.0,0.0,0.0,0.0,20.0,False
Glass-7,mlp,loo,chb15,realtime_alert,szcore,39.00888888888889,,,,False,,,,,,False
