config,model,scheme,fold,criterion,rule,test_recorded_hours,threshold,tuning_sens,tuning_fa,criterion_met_on_tuning,test_sens,test_fa,test_tp,test_fp,test_ref_true,criterion_met_on_test
Full-18,lr,loo,chb11,medication_titration,ali,34.79222222222222,0.98,0.0,3.789806123344153,False,0.2,124.85549132947976,1.0,181.0,5.0,False
Full-18,lr,loo,chb11,realtime_alert,szcore,34.79222222222222,,,,False,,,,,,False
Full-18,lr,loo,chb11,realtime_alert,ali,34.79222222222222,,,,False,,,,,,False
Full-18,lr,loo,chb15,medication_titration,szcore,40.00888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb15,medication_titration,ali,40.00888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb15,realtime_alert,szcore,40.00888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb15,realtime_alert,ali,40.00888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb20,medication_titration,szcore,27.59888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb20,medication_titration,ali,27.59888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb20,realtime_alert,szcore,27.59888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb20,realtime_alert,ali,27.59888888888889,,,,False,,,,,,False
Full-18,lr,loo,chb07,medication_titration,szcore,59.047777777777775,,,,False,,,,,,False
Full-18,lr,loo,chb07,medication_titration,ali,59.047777777777775,,,,False,,,,,,False
Full-18,lr,loo,chb07,realtime_alert,szcore,59.047777777777775,,,,False,,,,,,False
Full-18,lr,loo,chb07,realtime_alert,ali,59.047777777777775,,,,False,,,,,,False
Full-18,mlp,5fold,0,medication_titration,szcore,75.74777777777778,,,,False,,,,,,False
Full-18,mlp,5fold,0,medication_titration,ali,75.74777777777778,,,,False,,,,,,False
Full-18,mlp,5fold,0,realtime_alert,szcore,75.74777777777778,,,,False,,,,,,False
Full-18,mlp,5fold,0,realtime_alert,ali,75.74777777777778,,,,False,,,,,,False
Full-18,mlp,5fold,1,medication_titration,szcore,204.5311111111111,,,,False,,,,,,False
Full-18,mlp,5fold,1,medication_titration,ali,204.5311111111111,,,,False,,,,,,False
Full-18,mlp,5fold,1,realtime_alert,szcore,204.5311111111111,,,,False,,,,,,False
Full-18,mlp,5fold,1,realtime_alert,ali,204.5311111111111,,,,False,,,,,,False
Full-18,mlp,5fold,2,medication_titration,szcore,312.25333333333333,,,,False,,,,,,False
Full-18,mlp,5fold,2,medication_titration,ali,312.25333333333333,,,,False,,,,,,False
Full-18,mlp,5fold,2,realtime_alert,szcore,312.25333333333333,,,,False,,,,,,False
Full-18,mlp,5fold,2,realtime_alert,ali,312.25333333333333,,,,False,,,,,,False
Full-18,mlp,5fold,3,medication_titration,szcore,175.02666666666667,,,,False,,,,,,False
Full-18,mlp,5fold,3,medication_titration,ali,175.02666666666667,,,,False,,,,,,False
Full-18,mlp,5fold,3,realtime_alert,szcore,175.02666666666667,,,,False,,,,,,False
Full-18,mlp,5fold,3,realtime_alert,ali,175.02666666666667,,,,False,,,,,,False
Full-18,mlp,5fold,4,medication_titration,szcore,177.31555555555556,,,,False,,,,,,False
Full-18,mlp,5fold,4,medication_titration,ali,177.31555555555556,0.91,0.0,4.752614671497513,False,0.0,5.278724684178865,0.0,39.0,35.0,False
Full-18,mlp,5fold,4,realtime_alert,szcore,177.31555555555556,,,,False,,,,,,False
Full-18,mlp,5fold,4,realtime_alert,ali,177.31555555555556,0.97,0.0,1.584204890499171,False,0.0,3.654501704431522,0.0,27.0,35.0,False
Full-18,mlp,loo,chb16,medication_titration,szcore,19.0,,,,False,,,,,,False
Full-18,mlp,loo,chb16,medication_titration,ali,19.0,,,,False,,,,,,False
Full-18,mlp,loo,chb16,realtime_alert,szcore,19.0,,,,False,,,,,,False
Full-18,mlp,loo,chb16,realtime_alert,ali,19.0,,,,False,,,,,,False
Full-18,mlp,loo,chb10,medication_titration,szcore,48.022222222222226,,,,False,,,,,,False
Full-18,mlp,loo,chb10,medication_titration,ali,48.022222222222226,,,,False,,,,,,False
Full-18,mlp,loo,chb10,realtime_alert,szcore,48.022222222222226,,,,False,,,,,,False
Full-18,mlp,loo,chb10,realtime_alert,ali,48.022222222222226,,,,False,,,,,,False
Full-18,mlp,loo,chb01+21,medication_titration,szcore,72.38,,,,False,,,,,,False
Full-18,mlp,loo,chb01+21,medication_titration,ali,72.38,,,,False,,,,,,False
Full-18,mlp,loo,chb01+21,realtime_alert,szcore,72.38,,,,False,,,,,,False
Full-18,mlp,loo,chb01+21,realtime_alert,ali,72.38,,,,False,,,,,,False
Full-18,mlp,loo,chb09,medication_titration,szcore,67.86555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb09,medication_titration,ali,67.86555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb09,realtime_alert,szcore,67.86555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb09,realtime_alert,ali,67.86555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb18,medication_titration,szcore,34.63333333333333,,,,False,,,,,,False
Full-18,mlp,loo,chb18,medication_titration,ali,34.63333333333333,0.96,0.0,4.374605368184039,False,0.0,1.3859480269489894,0.0,2.0,6.0,False
Full-18,mlp,loo,chb18,realtime_alert,szcore,34.63333333333333,,,,False,,,,,,False
Full-18,mlp,loo,chb18,realtime_alert,ali,34.63333333333333,,,,False,,,,,,False
Full-18,mlp,loo,chb13,medication_titration,szcore,33.0,,,,False,,,,,,False
Full-18,mlp,loo,chb13,medication_titration,ali,33.0,,,,False,,,,,,False
Full-18,mlp,loo,chb13,realtime_alert,szcore,33.0,,,,False,,,,,,False
Full-18,mlp,loo,chb13,realtime_alert,ali,33.0,,,,False,,,,,,False
Full-18,mlp,loo,chb02,medication_titration,szcore,34.26555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb02,medication_titration,ali,34.26555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb02,realtime_alert,szcore,34.26555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb02,realtime_alert,ali,34.26555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb14,medication_titration,szcore,26.0,,,,False,,,,,,False
Full-18,mlp,loo,chb14,medication_titration,ali,26.0,,,,False,,,,,,False
Full-18,mlp,loo,chb14,realtime_alert,szcore,26.0,,,,False,,,,,,False
Full-18,mlp,loo,chb14,realtime_alert,ali,26.0,,,,False,,,,,,False
Full-18,mlp,loo,chb06,medication_titration,szcore,58.733333333333334,,,,False,,,,,,False
Full-18,mlp,loo,chb06,medication_titration,ali,58.733333333333334,0.97,0.05405405405405406,4.926507856056767,False,0.25,709.7843359818388,2.0,1737.0,8.0,False
Full-18,mlp,loo,chb06,realtime_alert,szcore,58.733333333333334,,,,False,,,,,,False
Full-18,mlp,loo,chb06,realtime_alert,ali,58.733333333333334,,,,False,,,,,,False
Full-18,mlp,loo,chb03,medication_titration,szcore,37.00111111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb03,medication_titration,ali,37.00111111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb03,realtime_alert,szcore,37.00111111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb03,realtime_alert,ali,37.00111111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb12,medication_titration,szcore,20.685555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb12,medication_titration,ali,20.685555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb12,realtime_alert,szcore,20.685555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb12,realtime_alert,ali,20.685555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb22,medication_titration,szcore,30.002222222222223,,,,False,,,,,,False
Full-18,mlp,loo,chb22,medication_titration,ali,30.002222222222223,,,,False,,,,,,False
Full-18,mlp,loo,chb22,realtime_alert,szcore,30.002222222222223,,,,False,,,,,,False
Full-18,mlp,loo,chb22,realtime_alert,ali,30.002222222222223,,,,False,,,,,,False
Full-18,mlp,loo,chb04,medication_titration,szcore,146.6211111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb04,medication_titration,ali,146.6211111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb04,realtime_alert,szcore,146.6211111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb04,realtime_alert,ali,146.6211111111111,,,,False,,,,,,False
Full-18,mlp,loo,chb05,medication_titration,szcore,38.00222222222222,0.99,0.6923076923076923,3.1614999560902786,True,1.0,140.83386936436466,5.0,223.0,5.0,False
Full-18,mlp,loo,chb05,medication_titration,ali,38.00222222222222,0.82,0.15384615384615385,4.42609993852639,False,1.0,174.93713817905385,5.0,277.0,5.0,False
Full-18,mlp,loo,chb05,realtime_alert,szcore,38.00222222222222,,,,False,,,,,,False
Full-18,mlp,loo,chb05,realtime_alert,ali,38.00222222222222,,,,False,,,,,,False
Full-18,mlp,loo,chb19,medication_titration,szcore,28.92888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb19,medication_titration,ali,28.92888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb19,realtime_alert,szcore,28.92888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb19,realtime_alert,ali,28.92888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb17,medication_titration,szcore,20.42888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb17,medication_titration,ali,20.42888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb17,realtime_alert,szcore,20.42888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb17,realtime_alert,ali,20.42888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb23,medication_titration,szcore,26.555555555555557,,,,False,,,,,,False
Full-18,mlp,loo,chb23,medication_titration,ali,26.555555555555557,,,,False,,,,,,False
Full-18,mlp,loo,chb23,realtime_alert,szcore,26.555555555555557,,,,False,,,,,,False
Full-18,mlp,loo,chb23,realtime_alert,ali,26.555555555555557,,,,False,,,,,,False
Full-18,mlp,loo,chb24,medication_titration,szcore,21.295555555555556,0.99,0.3333333333333333,3.5440545671893675,False,1.0,49.587811749973916,16.0,44.0,16.0,False
Full-18,mlp,loo,chb24,medication_titration,ali,21.295555555555556,0.86,0.1,4.809788341185571,False,0.125,37.190858812480435,2.0,33.0,16.0,False
Full-18,mlp,loo,chb24,realtime_alert,szcore,21.295555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb24,realtime_alert,ali,21.295555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb08,medication_titration,szcore,20.005555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb08,medication_titration,ali,20.005555555555556,0.88,0.09090909090909091,4.453125,False,0.0,5.998333796167731,0.0,5.0,5.0,False
Full-18,mlp,loo,chb08,realtime_alert,szcore,20.005555555555556,,,,False,,,,,,False
Full-18,mlp,loo,chb08,realtime_alert,ali,20.005555555555556,0.99,0.06060606060606061,1.640625,False,0.0,5.998333796167731,0.0,5.0,5.0,False
Full-18,mlp,loo,chb11,medication_titration,szcore,34.79222222222222,,,,False,,,,,,False
Full-18,mlp,loo,chb11,medication_titration,ali,34.79222222222222,0.97,0.06666666666666667,4.358277041845776,False,0.2,5.518474754894133,1.0,8.0,5.0,False
Full-18,mlp,loo,chb11,realtime_alert,szcore,34.79222222222222,,,,False,,,,,,False
Full-18,mlp,loo,chb11,realtime_alert,ali,34.79222222222222,,,,False,,,,,,False
Full-18,mlp,loo,chb15,medication_titration,szcore,40.00888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb15,medication_titration,ali,40.00888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb15,realtime_alert,szcore,40.00888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb15,realtime_alert,ali,40.00888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb20,medication_titration,szcore,27.59888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb20,medication_titration,ali,27.59888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb20,realtime_alert,szcore,27.59888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb20,realtime_alert,ali,27.59888888888889,,,,False,,,,,,False
Full-18,mlp,loo,chb07,medication_titration,szcore,59.047777777777775,,,,False,,,,,,False
Full-18,mlp,loo,chb07,medication_titration,ali,59.047777777777775,0.87,0.07407407407407407,4.992746807798376,False,1.0,6.909658845003105,2.0,17.0,2.0,False
Full-18,mlp,loo,chb07,realtime_alert,szcore,59.047777777777775,,,,False,,,,,,False
Full-18,mlp,loo,chb07,realtime_alert,ali,59.047777777777775,,,,False,,,,,,False
Glass-7,rf,5fold,0,medication_titration,szcore,73.74555555555555,0.77,0.275,4.4808874428151855,False,0.2222222222222222,1.627216706091516,8.0,5.0,36.0,False
Glass-7,rf,5fold,0,medication_titration,ali,73.74555555555555,0.61,0.15,4.716723624015985,False,0.05555555555555555,2.603546729746425,2.0,8.0,36.0,False
Glass-7,rf,5fold,0,realtime_alert,szcore,73.74555555555555,0.88,0.275,1.7687713590059944,False,0.1388888888888889,0.0,5.0,0.0,36.0,False
Glass-7,rf,5fold,0,realtime_alert,ali,73.74555555555555,0.79,0.125,1.886689449606394,False,0.0,1.627216706091516,0.0,5.0,36.0,False
Glass-7,rf,5fold,1,medication_titration,szcore,203.5311111111111,0.91,0.5945945945945946,4.842222127332508,False,0.225,7.546757798425576,9.0,64.0,40.0,False
Glass-7,rf,5fold,1,medication_titration,ali,203.5311111111111,0.72,0.16216216216216217,4.765361458644691,False,0.15,40.32798698533667,6.0,342.0,40.0,False
Glass-7,rf,5fold,1,realtime_alert,szcore,203.5311111111111,0.97,0.4864864864864865,1.7677953798198045,False,0.15,1.1791809060039962,6.0,10.0,40.0,False
Glass-7,rf,5fold,1,realtime_alert,ali,203.5311111111111,0.84,0.10810810810810811,1.9983773858832572,False,0.125,10.966382425837166,5.0,93.0,40.0,False
Glass-7,rf,5fold,2,medication_titration,szcore,312.25333333333333,0.96,0.45454545454545453,4.705062298510064,False,0.5135135135135135,2.459541398010163,19.0,32.0,37.0,False
Glass-7,rf,5fold,2,medication_titration,ali,312.25333333333333,0.89,0.36363636363636365,4.861897708460399,False,0.08108108108108109,1.5372133737563516,3.0,20.0,37.0,False
Glass-7,rf,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.3939393939393939,0.6273416398013418,False,0.16216216216216217,0.4611640121269055,6.0,6.0,37.0,False
Glass-7,rf,5fold,2,realtime_alert,ali,312.25333333333333,0.96,0.15151515151515152,1.72518950945369,False,0.02702702702702703,0.6917460181903583,1.0,9.0,37.0,False
Glass-7,rf,5fold,3,medication_titration,szcore,153.02666666666667,0.72,0.6060606060606061,4.956528390403101,True,0.48484848484848486,36.54265051842816,16.0,233.0,33.0,False
Glass-7,rf,5fold,3,medication_titration,ali,153.02666666666667,0.49,0.3333333333333333,4.818847046225237,False,0.48484848484848486,58.656443321425456,16.0,374.0,33.0,False
Glass-7,rf,5fold,3,realtime_alert,szcore,153.02666666666667,0.82,0.5454545454545454,1.7898574743122306,False,0.45454545454545453,19.133920013940926,15.0,122.0,33.0,False
Glass-7,rf,5fold,3,realtime_alert,ali,153.02666666666667,0.79,0.09090909090909091,1.9275388184900946,False,0.36363636363636365,4.391391478609393,12.0,28.0,33.0,False
Glass-7,rf,5fold,4,medication_titration,szcore,174.31555555555556,0.66,0.1388888888888889,4.556206777056245,False,0.5151515151515151,7.1594298972489225,17.0,52.0,33.0,False
Glass-7,rf,5fold,4,medication_titration,ali,174.31555555555556,0.48,0.0,4.881650118274548,False,0.2727272727272727,6.471023176359603,9.0,47.0,33.0,False
Glass-7,rf,5fold,4,realtime_alert,szcore,174.31555555555556,0.74,0.08333333333333333,1.952660047309819,False,0.5151515151515151,4.5434843578695085,17.0,33.0,33.0,False
Glass-7,rf,5fold,4,realtime_alert,ali,174.31555555555556,0.59,0.0,1.627216706091516,False,0.15151515151515152,3.5797149486244613,5.0,26.0,33.0,False
Glass-7,rf,loo,chb16,medication_titration,szcore,17.0,0.86,0.6666666666666666,4.334252040533283,True,0.0,1.4117647058823528,0.0,1.0,8.0,False
Glass-7,rf,loo,chb16,medication_titration,ali,17.0,0.77,0.5714285714285714,4.589208042917593,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb16,realtime_alert,szcore,17.0,0.89,0.6666666666666666,1.9121700178823307,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb16,realtime_alert,ali,17.0,0.81,0.5714285714285714,1.65721401549802,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb10,medication_titration,szcore,48.022222222222226,0.85,0.45,4.554952744282346,False,1.0,2.9986117538176766,7.0,6.0,7.0,True
Glass-7,rf,loo,chb10,medication_titration,ali,48.022222222222226,0.78,0.3,3.588750647010333,False,0.8571428571428571,1.4993058769088383,6.0,3.0,7.0,True
Glass-7,rf,loo,chb10,realtime_alert,szcore,48.022222222222226,0.9,0.4,1.7943753235051665,False,1.0,0.9995372512725589,7.0,2.0,7.0,True
Glass-7,rf,loo,chb10,realtime_alert,ali,48.022222222222226,0.81,0.3,1.5183175814274485,False,0.8571428571428571,0.9995372512725589,6.0,2.0,7.0,True
Glass-7,rf,loo,chb01+21,medication_titration,szcore,72.38,0.87,0.35,4.693472399182197,False,0.3,0.33158331030671456,3.0,1.0,10.0,False
Glass-7,rf,loo,chb01+21,medication_titration,ali,72.38,0.79,0.2,4.693472399182197,False,0.1,0.6631666206134291,1.0,2.0,10.0,False
Glass-7,rf,loo,chb01+21,realtime_alert,szcore,72.38,0.94,0.2,1.493377581557972,False,0.2,0.0,2.0,0.0,10.0,False
Glass-7,rf,loo,chb01+21,realtime_alert,ali,72.38,0.84,0.2,1.9200568905745354,False,0.1,0.33158331030671456,1.0,1.0,10.0,False
Glass-7,rf,loo,chb09,medication_titration,szcore,67.86555555555556,0.8,0.3684210526315789,4.867125776331911,False,1.0,56.936099150280775,4.0,161.0,4.0,False
Glass-7,rf,loo,chb09,medication_titration,ali,67.86555555555556,0.69,0.10526315789473684,4.867125776331911,False,1.0,106.79939095270059,4.0,302.0,4.0,False
Glass-7,rf,loo,chb09,realtime_alert,szcore,67.86555555555556,0.86,0.3684210526315789,1.8251721661244669,False,1.0,23.34026424794119,4.0,66.0,4.0,False
Glass-7,rf,loo,chb09,realtime_alert,ali,67.86555555555556,0.8,0.0,1.5209768051037222,False,1.0,24.401185350120333,4.0,69.0,4.0,False
Glass-7,rf,loo,chb18,medication_titration,szcore,33.63111111111111,0.75,0.14285714285714285,4.714760130341914,False,0.8333333333333334,1.4272499008854236,5.0,2.0,6.0,True
Glass-7,rf,loo,chb18,medication_titration,ali,33.63111111111111,0.64,0.0,4.377991549603206,False,0.16666666666666666,2.854499801770847,1.0,4.0,6.0,False
Glass-7,rf,loo,chb18,realtime_alert,szcore,33.63111111111111,0.82,0.09523809523809523,1.6838429036935407,False,0.8333333333333334,0.7136249504427118,5.0,1.0,6.0,True
Glass-7,rf,loo,chb18,realtime_alert,ali,33.63111111111111,0.73,0.0,1.6838429036935407,False,0.0,3.568124752213559,0.0,5.0,6.0,False
Glass-7,rf,loo,chb13,medication_titration,szcore,11.0,0.95,0.05263157894736842,4.6386987740315035,False,0.0,0.0,0.0,0.0,10.0,False
Glass-7,rf,loo,chb13,medication_titration,ali,11.0,0.79,0.0,4.8403813294241775,False,0.0,0.0,0.0,0.0,10.0,False
Glass-7,rf,loo,chb13,realtime_alert,szcore,11.0,0.99,0.05263157894736842,1.2100953323560444,False,0.0,0.0,0.0,0.0,10.0,False
Glass-7,rf,loo,chb13,realtime_alert,ali,11.0,0.84,0.0,1.8151429985340666,False,0.0,0.0,0.0,0.0,10.0,False
Glass-7,rf,loo,chb02,medication_titration,szcore,34.26555555555556,0.9,0.2608695652173913,4.140159363277078,False,0.3333333333333333,0.0,1.0,0.0,3.0,False
Glass-7,rf,loo,chb02,medication_titration,ali,34.26555555555556,0.7,0.0,4.337309809147415,False,0.0,0.7004118162067511,0.0,1.0,3.0,False
Glass-7,rf,loo,chb02,realtime_alert,szcore,34.26555555555556,0.96,0.043478260869565216,1.3800531210923594,False,0.3333333333333333,0.0,1.0,0.0,3.0,False
Glass-7,rf,loo,chb02,realtime_alert,ali,34.26555555555556,0.85,0.0,1.9715044587033705,False,0.0,0.0,0.0,0.0,3.0,False
Glass-7,rf,loo,chb14,medication_titration,szcore,26.0,0.94,0.11904761904761904,4.741453358529463,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb14,medication_titration,ali,26.0,0.78,0.0,4.5353032125064425,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb14,realtime_alert,szcore,26.0,0.99,0.0,1.2369008761381206,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb14,realtime_alert,ali,26.0,0.88,0.0,1.855351314207181,False,0.0,0.0,0.0,0.0,8.0,False
Glass-7,rf,loo,chb06,medication_titration,szcore,58.733333333333334,0.67,0.2702702702702703,4.926507856056767,False,0.125,81.72531214528944,1.0,200.0,8.0,False
Glass-7,rf,loo,chb06,medication_titration,ali,58.733333333333334,0.44,0.21621621621621623,4.379118094272681,False,0.125,111.14642451759363,1.0,272.0,8.0,False
Glass-7,rf,loo,chb06,realtime_alert,szcore,58.733333333333334,0.75,0.2702702702702703,1.6421692853522556,False,0.125,42.497162315550504,1.0,104.0,8.0,False
Glass-7,rf,loo,chb06,realtime_alert,ali,58.733333333333334,0.57,0.21621621621621623,1.6421692853522556,False,0.0,33.91600454029512,0.0,83.0,8.0,False
Glass-7,rf,loo,chb03,medication_titration,szcore,37.00111111111111,0.8,0.20588235294117646,4.987104258410389,False,1.0,3.8917750217711182,7.0,6.0,7.0,True
Glass-7,rf,loo,chb03,medication_titration,ali,37.00111111111111,0.68,0.08823529411764706,4.743830879951345,False,0.2857142857142857,4.540404192066305,2.0,7.0,7.0,False
Glass-7,rf,loo,chb03,realtime_alert,szcore,37.00111111111111,0.89,0.17647058823529413,1.824550338442825,False,0.42857142857142855,0.6486291702951864,3.0,1.0,7.0,False
Glass-7,rf,loo,chb03,realtime_alert,ali,37.00111111111111,0.81,0.08823529411764706,1.7029136492133032,False,0.0,2.5945166811807456,0.0,4.0,7.0,False
Glass-7,rf,loo,chb12,medication_titration,szcore,20.685555555555556,0.98,0.75,3.3546797264486465,True,0.0,0.0,0.0,0.0,27.0,False
Glass-7,rf,loo,chb12,medication_titration,ali,20.685555555555556,0.92,0.5833333333333334,4.249260986834952,False,0.0,0.0,0.0,0.0,27.0,False
Glass-7,rf,loo,chb12,realtime_alert,szcore,20.685555555555556,,,,False,,,,,,False
Glass-7,rf,loo,chb12,realtime_alert,ali,20.685555555555556,0.96,0.4166666666666667,1.7891625207726116,False,0.0,0.0,0.0,0.0,27.0,False
Glass-7,rf,loo,chb22,medication_titration,szcore,30.002222222222223,0.98,0.75,2.8228356952801144,True,1.0,0.0,3.0,0.0,3.0,True
Glass-7,rf,loo,chb22,medication_titration,ali,30.002222222222223,0.91,0.16666666666666666,4.742363968070593,False,1.0,0.0,3.0,0.0,3.0,True
Glass-7,rf,loo,chb22,realtime_alert,szcore,30.002222222222223,0.99,0.5833333333333334,1.4678745615456594,False,1.0,0.0,3.0,0.0,3.0,True
Glass-7,rf,loo,chb22,realtime_alert,ali,30.002222222222223,0.95,0.16666666666666666,1.9195282727904779,False,0.6666666666666666,0.7999407451299904,2.0,1.0,3.0,False
Glass-7,rf,loo,chb04,medication_titration,szcore,146.6211111111111,0.99,0.6363636363636364,2.2492970946579196,True,0.0,0.16368720587455193,0.0,1.0,4.0,False
Glass-7,rf,loo,chb04,medication_titration,ali,146.6211111111111,0.96,0.18181818181818182,4.217432052483599,False,0.0,0.0,0.0,0.0,4.0,False
Glass-7,rf,loo,chb04,realtime_alert,szcore,146.6211111111111,,,,False,,,,,,False
Glass-7,rf,loo,chb04,realtime_alert,ali,146.6211111111111,0.98,0.0,1.6869728209934396,False,0.0,0.0,0.0,0.0,4.0,False
Glass-7,rf,loo,chb05,medication_titration,szcore,38.00222222222222,0.61,1.0,4.8705691350230005,True,1.0,157.2539617566224,5.0,249.0,5.0,False
Glass-7,rf,loo,chb05,medication_titration,ali,38.00222222222222,0.54,0.15384615384615385,4.8705691350230005,False,1.0,227.3551254312613,5.0,360.0,5.0,False
Glass-7,rf,loo,chb05,realtime_alert,szcore,38.00222222222222,0.71,0.7692307692307693,1.9482276540092003,False,1.0,131.3607391380621,5.0,208.0,5.0,False
Glass-7,rf,loo,chb05,realtime_alert,ali,38.00222222222222,0.82,0.0,1.9482276540092003,False,0.8,57.470323372902165,4.0,91.0,5.0,False
Glass-7,rf,loo,chb19,medication_titration,szcore,27.92888888888889,0.98,0.4230769230769231,4.637336504161713,False,1.0,0.0,3.0,0.0,3.0,True
Glass-7,rf,loo,chb19,medication_titration,ali,27.92888888888889,0.87,0.07692307692307693,4.9940546967895365,False,0.0,2.577975811584978,0.0,3.0,3.0,False
Glass-7,rf,loo,chb19,realtime_alert,szcore,27.92888888888889,,,,False,,,,,,False
Glass-7,rf,loo,chb19,realtime_alert,ali,27.92888888888889,0.99,0.0,1.426872770511296,False,0.0,1.718650541056652,0.0,2.0,3.0,False
Glass-7,rf,loo,chb17,medication_titration,szcore,19.42888888888889,0.94,0.6785714285714286,4.951613695534705,True,0.3333333333333333,0.0,1.0,0.0,3.0,False
Glass-7,rf,loo,chb17,medication_titration,ali,19.42888888888889,0.92,0.03571428571428571,4.951613695534705,False,0.0,0.0,0.0,0.0,3.0,False
Glass-7,rf,loo,chb17,realtime_alert,szcore,19.42888888888889,,,,False,,,,,,False
Glass-7,rf,loo,chb17,realtime_alert,ali,19.42888888888889,0.97,0.0,1.7684334626909661,False,0.0,0.0,0.0,0.0,3.0,False
Glass-7,rf,loo,chb23,medication_titration,szcore,26.555555555555557,0.9,1.0,4.415629928158402,True,0.14285714285714285,0.0,1.0,0.0,7.0,False
Glass-7,rf,loo,chb23,medication_titration,ali,26.555555555555557,0.93,0.07692307692307693,4.100227790432802,False,0.0,0.0,0.0,0.0,7.0,False
Glass-7,rf,loo,chb23,realtime_alert,szcore,26.555555555555557,0.99,0.38461538461538464,1.2616085509024006,False,0.0,0.0,0.0,0.0,7.0,False
Glass-7,rf,loo,chb23,realtime_alert,ali,26.555555555555557,0.98,0.0,1.2616085509024006,False,0.0,0.0,0.0,0.0,7.0,False
Glass-7,rf,loo,chb24,medication_titration,szcore,21.295555555555556,0.75,0.3333333333333333,4.349371046833913,False,1.0,43.952833142022335,16.0,39.0,16.0,False
Glass-7,rf,loo,chb24,medication_titration,ali,21.295555555555556,0.54,0.13333333333333333,4.861061758226138,False,0.5,21.412918710216008,8.0,19.0,16.0,False
Glass-7,rf,loo,chb24,realtime_alert,szcore,21.295555555555556,0.84,0.3333333333333333,1.7909174898727878,False,1.0,27.04789731816759,16.0,24.0,16.0,False
Glass-7,rf,loo,chb24,realtime_alert,ali,21.295555555555556,0.9,0.03333333333333333,1.7909174898727878,False,0.0625,14.650944380674112,1.0,13.0,16.0,False
Glass-7,rf,loo,chb08,medication_titration,szcore,20.005555555555556,0.68,0.15151515151515152,4.733727810650887,False,1.0,33.59066925853929,5.0,28.0,5.0,False
Glass-7,rf,loo,chb08,medication_titration,ali,20.005555555555556,0.51,0.12121212121212122,4.023668639053254,False,0.0,16.795334629269647,0.0,14.0,5.0,False
Glass-7,rf,loo,chb08,realtime_alert,szcore,20.005555555555556,0.76,0.15151515151515152,1.6568047337278105,False,1.0,16.795334629269647,5.0,14.0,5.0,False
Glass-7,rf,loo,chb08,realtime_alert,ali,20.005555555555556,0.59,0.12121212121212122,1.8934911242603547,False,0.0,10.797000833101917,0.0,9.0,5.0,False
