config,model,scheme,fold,criterion,rule,test_recorded_hours,t_star,percentile_flagged,threshold_test,tuning_sens,tuning_fa,ceiling_met_on_tuning,test_sens,test_fa,test_tp,test_fp,test_ref_true,criterion_met_on_test
Full-18,mlp,loo,chb17,medication_titration,szcore,20.42888888888889,0.99,0.004322837353244584,0.539415717124939,0.9642857142857143,21.92857493736798,False,0.3333333333333333,66.96399434352224,1,57,3,False
Full-18,mlp,loo,chb17,medication_titration,ali,20.42888888888889,0.99,0.004322837353244584,0.539415717124939,0.10714285714285714,12.379034238836763,False,0.0,5.874034591537039,0,5,3,False
Full-18,mlp,loo,chb17,realtime_alert,szcore,20.42888888888889,0.99,0.004322837353244584,0.539415717124939,0.9642857142857143,21.92857493736798,False,0.3333333333333333,66.96399434352224,1,57,3,False
Full-18,mlp,loo,chb17,realtime_alert,ali,20.42888888888889,0.99,0.004322837353244584,0.539415717124939,0.10714285714285714,12.379034238836763,False,0.0,5.874034591537039,0,5,3,False
Full-18,mlp,loo,chb23,medication_titration,szcore,26.555555555555557,0.99,0.006439460311897669,0.8588539958000183,1.0,34.06343087436481,False,1.0,71.39748953974895,7,79,7,False
Full-18,mlp,loo,chb23,medication_titration,ali,26.555555555555557,0.99,0.006439460311897669,0.8588539958000183,0.34615384615384615,9.462064131768004,False,0.14285714285714285,10.845188284518827,1,12,7,False
Full-18,mlp,loo,chb23,realtime_alert,szcore,26.555555555555557,0.99,0.006439460311897669,0.8588539958000183,1.0,34.06343087436481,False,1.0,71.39748953974895,7,79,7,False
Full-18,mlp,loo,chb23,realtime_alert,ali,26.555555555555557,0.99,0.006439460311897669,0.8588539958000183,0.34615384615384615,9.462064131768004,False,0.14285714285714285,10.845188284518827,1,12,7,False
Full-18,mlp,loo,chb24,medication_titration,szcore,21.295555555555556,0.99,0.0020626772613271454,1.0,0.3333333333333333,3.5440545671893675,True,1.0,15.777940102264427,16,14,16,False
Full-18,mlp,loo,chb24,medication_titration,ali,21.295555555555556,0.86,0.0038558001078217658,1.0,0.1,4.809788341185571,True,0.0,20.285922988625693,0,18,16,False
Full-18,mlp,loo,chb24,realtime_alert,szcore,21.295555555555556,0.99,0.0020626772613271454,1.0,0.3333333333333333,3.5440545671893675,False,1.0,15.777940102264427,16,14,16,False
Full-18,mlp,loo,chb24,realtime_alert,ali,21.295555555555556,0.99,0.0020626772613271454,1.0,0.1,2.0251740383939243,False,0.0,20.285922988625693,0,18,16,False
Full-18,mlp,loo,chb08,medication_titration,szcore,20.005555555555556,0.99,0.0020290798611111113,0.9999756813049316,0.21212121212121213,9.84375,False,1.0,1.1996667592335462,5,1,5,True
Full-18,mlp,loo,chb08,medication_titration,ali,20.005555555555556,0.88,0.004752604166666666,0.8670341372489929,0.09090909090909091,4.453125,True,0.0,5.998333796167731,0,5,5,False
Full-18,mlp,loo,chb08,realtime_alert,szcore,20.005555555555556,0.99,0.0020290798611111113,0.9999756813049316,0.21212121212121213,9.84375,False,1.0,1.1996667592335462,5,1,5,True
Full-18,mlp,loo,chb08,realtime_alert,ali,20.005555555555556,0.99,0.0020290798611111113,0.9999756813049316,0.06060606060606061,1.640625,True,0.0,7.198000555401277,0,6,5,False
Full-18,mlp,loo,chb11,medication_titration,szcore,34.79222222222222,0.99,0.0016054039828055093,0.9999971389770508,0.26666666666666666,13.643302044038952,False,0.6,4.1388560661706,3,6,5,True
Full-18,mlp,loo,chb11,medication_titration,ali,34.79222222222222,0.97,0.0024914466181243967,0.9998816251754761,0.06666666666666667,4.358277041845776,True,0.0,5.518474754894133,0,8,5,False
Full-18,mlp,loo,chb11,realtime_alert,szcore,34.79222222222222,0.99,0.0016054039828055093,0.9999971389770508,0.26666666666666666,13.643302044038952,False,0.6,4.1388560661706,3,6,5,False
Full-18,mlp,loo,chb11,realtime_alert,ali,34.79222222222222,0.99,0.0016054039828055093,0.9999971389770508,0.06666666666666667,3.410825511009738,False,0.0,4.828665410532366,0,7,5,False
Full-18,mlp,loo,chb15,medication_titration,szcore,40.00888888888889,0.99,0.0030184472350181946,0.20583544671535492,0.3,21.808544203950277,False,0.55,22.195067762719393,11,37,20,False
Full-18,mlp,loo,chb15,medication_titration,ali,40.00888888888889,0.99,0.0030184472350181946,0.20583544671535492,0.05,7.951031741023538,False,0.0,5.998666962897134,0,10,20,False
Full-18,mlp,loo,chb15,realtime_alert,szcore,40.00888888888889,0.99,0.0030184472350181946,0.20583544671535492,0.3,21.808544203950277,False,0.55,22.195067762719393,11,37,20,False
Full-18,mlp,loo,chb15,realtime_alert,ali,40.00888888888889,0.99,0.0030184472350181946,0.20583544671535492,0.05,7.951031741023538,False,0.0,5.998666962897134,0,10,20,False
Full-18,mlp,loo,chb20,medication_titration,szcore,27.59888888888889,0.99,0.004873835523474613,0.9281810522079468,0.631578947368421,39.40667882922186,False,0.875,50.4368130762108,7,58,8,False
Full-18,mlp,loo,chb20,medication_titration,ali,27.59888888888889,0.99,0.004873835523474613,0.9281810522079468,0.10526315789473684,9.328151027207108,False,0.0,11.304802930874834,0,13,8,False
Full-18,mlp,loo,chb20,realtime_alert,szcore,27.59888888888889,0.99,0.004873835523474613,0.9281810522079468,0.631578947368421,39.40667882922186,False,0.875,50.4368130762108,7,58,8,False
Full-18,mlp,loo,chb20,realtime_alert,ali,27.59888888888889,0.99,0.004873835523474613,0.9281810522079468,0.10526315789473684,9.328151027207108,False,0.0,11.304802930874834,0,13,8,False
Full-18,mlp,loo,chb07,medication_titration,szcore,59.047777777777775,0.99,0.0012115222138974352,0.997422456741333,0.3333333333333333,9.296838883486632,False,1.0,8.129010405886007,2,20,2,False
Full-18,mlp,loo,chb07,medication_titration,ali,59.047777777777775,0.87,0.003076628780029013,0.8827805519104004,0.07407407407407407,4.992746807798376,True,1.0,6.096757804414505,2,15,2,False
Full-18,mlp,loo,chb07,realtime_alert,szcore,59.047777777777775,0.99,0.0012115222138974352,0.997422456741333,0.3333333333333333,9.296838883486632,False,1.0,8.129010405886007,2,20,2,False
Full-18,mlp,loo,chb07,realtime_alert,ali,59.047777777777775,0.99,0.0012115222138974352,0.997422456741333,0.07407407407407407,2.9267826114680138,False,0.5,1.2193515608829009,1,3,2,False
Glass-7,rf,5fold,0,medication_titration,szcore,73.74555555555555,0.77,0.0014739761325049951,0.5866666666666667,0.275,4.4808874428151855,True,0.2222222222222222,6.18342348314776,8,19,36,False
Glass-7,rf,5fold,0,medication_titration,ali,73.74555555555555,0.61,0.0035047876928452106,0.43,0.15,4.716723624015985,True,0.1111111111111111,5.857980141929457,4,18,36,False
Glass-7,rf,5fold,0,realtime_alert,szcore,73.74555555555555,0.88,0.0010427016344757558,0.6566666666666666,0.275,1.7687713590059944,True,0.2222222222222222,3.254433412183032,8,10,36,False
Glass-7,rf,5fold,0,realtime_alert,ali,73.74555555555555,0.79,0.0013538743735601437,0.6033333333333334,0.125,1.886689449606394,True,0.05555555555555555,2.603546729746425,2,8,36,False
Glass-7,rf,5fold,1,medication_titration,szcore,203.5311111111111,0.91,0.0006760892153095065,0.9766666666666667,0.5945945945945946,4.842222127332508,True,0.15,0.943344724803197,6,8,40,False
Glass-7,rf,5fold,1,medication_titration,ali,203.5311111111111,0.72,0.002565580653885022,0.87,0.16216216216216217,4.765361458644691,True,0.125,4.245051261614386,5,36,40,False
Glass-7,rf,5fold,1,realtime_alert,szcore,203.5311111111111,0.97,0.00028111077899711063,1.0,0.4864864864864865,1.7677953798198045,True,0.125,0.3537542718011989,5,3,40,False
Glass-7,rf,5fold,1,realtime_alert,ali,203.5311111111111,0.84,0.0011030929302418265,0.93,0.10810810810810811,1.9983773858832572,True,0.125,0.8254266342027974,5,7,40,False
Glass-7,rf,5fold,2,medication_titration,szcore,312.25333333333333,0.96,0.0014594406203711772,0.82,0.45454545454545453,4.705062298510064,True,0.7297297297297297,11.913403646611725,27,155,37,False
Glass-7,rf,5fold,2,medication_titration,ali,312.25333333333333,0.89,0.004116929511196306,0.6333333333333333,0.36363636363636365,4.861897708460399,True,0.21621621621621623,9.684444254665015,8,126,37,False
Glass-7,rf,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.0006026545845313816,0.9166666666666666,0.3939393939393939,0.6273416398013418,True,0.5945945945945946,4.611640121269055,22,60,37,False
Glass-7,rf,5fold,2,realtime_alert,ali,312.25333333333333,0.96,0.0014594406203711772,0.82,0.15151515151515152,1.72518950945369,True,0.16216216216216217,3.535590759639609,6,46,37,False
Glass-7,rf,5fold,3,medication_titration,szcore,153.02666666666667,0.72,0.0015297927130873766,0.9233333333333333,0.6060606060606061,4.956528390403101,True,0.45454545454545453,4.861897708460399,15,31,33,False
Glass-7,rf,5fold,3,medication_titration,ali,153.02666666666667,0.49,0.003964712781418118,0.7766666666666666,0.3333333333333333,4.818847046225237,True,0.3939393939393939,4.861897708460399,13,31,33,False
Glass-7,rf,5fold,3,realtime_alert,szcore,153.02666666666667,0.82,0.001013487672420387,0.96,0.5454545454545454,1.7898574743122306,True,0.45454545454545453,0.6273416398013418,15,4,33,False
Glass-7,rf,5fold,3,realtime_alert,ali,153.02666666666667,0.79,0.0011792152163381862,0.95,0.09090909090909091,1.9275388184900946,True,0.15151515151515152,1.8820249194040255,5,12,33,False
Glass-7,rf,5fold,4,medication_titration,szcore,174.31555555555556,0.66,0.0004218709978755782,0.9533333333333334,0.1388888888888889,4.556206777056245,True,0.3939393939393939,0.1376813441778639,13,1,33,False
Glass-7,rf,5fold,4,medication_titration,ali,174.31555555555556,0.48,0.0022750900242575825,0.5866666666666667,0.0,4.881650118274548,True,0.15151515151515152,3.5797149486244613,5,26,33,False
Glass-7,rf,5fold,4,realtime_alert,szcore,174.31555555555556,0.74,0.00022600232029048833,0.9866666666666667,0.08333333333333333,1.952660047309819,True,0.2727272727272727,0.0,9,0,33,False
Glass-7,rf,5fold,4,realtime_alert,ali,174.31555555555556,0.59,0.0007684078889876603,0.8533333333333334,0.0,1.627216706091516,True,0.0,2.340582851023686,0,17,33,False
Glass-7,rf,loo,chb16,medication_titration,szcore,17.0,0.86,0.0014518327913551029,0.69,0.6666666666666666,4.334252040533283,True,0.0,28.235294117647058,0,20,8,False
Glass-7,rf,loo,chb16,medication_titration,ali,17.0,0.77,0.003322690494036272,0.6266666666666667,0.5714285714285714,4.589208042917593,True,0.0,2.8235294117647056,0,2,8,False
Glass-7,rf,loo,chb16,realtime_alert,szcore,17.0,0.89,0.0011980571408336826,0.7233333333333334,0.6666666666666666,1.9121700178823307,True,0.0,21.176470588235293,0,15,8,False
Glass-7,rf,loo,chb16,realtime_alert,ali,17.0,0.81,0.0021482403904603963,0.6666666666666666,0.5714285714285714,1.65721401549802,True,0.0,0.0,0,0,8,False
Glass-7,rf,loo,chb10,medication_titration,szcore,48.022222222222226,0.85,0.0010927285623909668,0.9766666666666667,0.45,4.554952744282346,True,1.0,0.0,7,0,7,True
Glass-7,rf,loo,chb10,medication_titration,ali,48.022222222222226,0.78,0.0025433097534011974,0.81,0.3,3.588750647010333,True,0.8571428571428571,0.9995372512725589,6,2,7,True
Glass-7,rf,loo,chb10,realtime_alert,szcore,48.022222222222226,0.9,0.000760436835815936,0.9866666666666667,0.4,1.7943753235051665,True,0.8571428571428571,0.0,6,0,7,True
Glass-7,rf,loo,chb10,realtime_alert,ali,48.022222222222226,0.81,0.0015847759267424548,0.95,0.3,1.5183175814274485,True,0.5714285714285714,1.9990745025451178,4,4,7,False
Glass-7,rf,loo,chb01+21,medication_titration,szcore,72.38,0.87,0.0011950971386806522,0.5633333333333334,0.35,4.693472399182197,True,0.5,4.973749654600719,5,15,10,False
Glass-7,rf,loo,chb01+21,medication_titration,ali,72.38,0.79,0.0035062767291870376,0.32666666666666666,0.2,4.693472399182197,True,0.4,7.95799944736115,4,24,10,False
Glass-7,rf,loo,chb01+21,realtime_alert,szcore,72.38,0.94,0.0007407626892648671,0.71,0.2,1.493377581557972,True,0.4,1.3263332412268583,4,4,10,False
Glass-7,rf,loo,chb01+21,realtime_alert,ali,72.38,0.84,0.0017580767825219512,0.47,0.2,1.9200568905745354,True,0.3,1.9894998618402875,3,6,10,False
Glass-7,rf,loo,chb09,medication_titration,szcore,67.86555555555556,0.8,0.0006337403354598842,0.9933333333333333,0.3684210526315789,4.867125776331911,True,1.0,0.3536403673930483,4,1,4,True
Glass-7,rf,loo,chb09,medication_titration,ali,67.86555555555556,0.69,0.0020420521920374046,0.8833333333333333,0.10526315789473684,4.867125776331911,True,1.0,1.7682018369652415,4,5,4,True
Glass-7,rf,loo,chb09,realtime_alert,szcore,67.86555555555556,0.86,0.0002957454898812793,1.0,0.3684210526315789,1.8251721661244669,True,1.0,0.3536403673930483,4,1,4,True
Glass-7,rf,loo,chb09,realtime_alert,ali,67.86555555555556,0.8,0.0006337403354598842,0.9933333333333333,0.0,1.5209768051037222,True,0.25,1.060921102179145,1,3,4,False
Glass-7,rf,loo,chb18,medication_titration,szcore,33.63111111111111,0.75,0.0004053695879262227,0.83,0.14285714285714285,4.714760130341914,True,0.8333333333333334,0.7136249504427118,5,1,6,True
Glass-7,rf,loo,chb18,medication_titration,ali,33.63111111111111,0.64,0.0018709365596594895,0.6366666666666667,0.0,4.377991549603206,True,0.16666666666666666,2.854499801770847,1,4,6,False
Glass-7,rf,loo,chb18,realtime_alert,szcore,33.63111111111111,0.82,0.0001247291039772993,0.8833333333333333,0.09523809523809523,1.6838429036935407,True,0.6666666666666666,0.0,4,0,6,False
Glass-7,rf,loo,chb18,realtime_alert,ali,33.63111111111111,0.73,0.0007016012098723086,0.7866666666666666,0.0,1.6838429036935407,True,0.0,2.854499801770847,0,4,6,False
Glass-7,rf,loo,chb13,medication_titration,szcore,11.0,0.95,0.0002894518156098563,0.9233333333333333,0.05263157894736842,4.6386987740315035,True,0.0,6.545454545454546,0,3,10,False
Glass-7,rf,loo,chb13,medication_titration,ali,11.0,0.79,0.002324951680221104,0.7966666666666666,0.0,4.8403813294241775,True,0.0,0.0,0,0,10,False
Glass-7,rf,loo,chb13,realtime_alert,szcore,11.0,0.99,6.5360087395774e-05,0.9366666666666666,0.05263157894736842,1.2100953323560444,True,0.0,2.181818181818182,0,1,10,False
Glass-7,rf,loo,chb13,realtime_alert,ali,11.0,0.84,0.001260515971204213,0.8366666666666667,0.0,1.8151429985340666,True,0.0,0.0,0,0,10,False
Glass-7,rf,loo,chb02,medication_titration,szcore,34.26555555555556,0.9,0.0004381121019340824,0.6433333333333333,0.2608695652173913,4.140159363277078,True,0.6666666666666666,2.8016472648270043,2,4,3,True
Glass-7,rf,loo,chb02,medication_titration,ali,34.26555555555556,0.7,0.0023365978769817725,0.38,0.0,4.337309809147415,True,0.3333333333333333,0.7004118162067511,1,1,3,False
Glass-7,rf,loo,chb02,realtime_alert,szcore,34.26555555555556,0.96,7.301868365568039e-05,0.8666666666666667,0.043478260869565216,1.3800531210923594,True,0.6666666666666666,0.0,2,0,3,False
Glass-7,rf,loo,chb02,realtime_alert,ali,34.26555555555556,0.85,0.0008305875265833645,0.5266666666666666,0.0,1.9715044587033705,True,0.0,1.4008236324135022,0,2,3,False
Glass-7,rf,loo,chb14,medication_titration,szcore,26.0,0.94,0.00041993548263948537,0.5833333333333334,0.11904761904761904,4.741453358529463,True,0.0,8.307692307692308,0,9,8,False
Glass-7,rf,loo,chb14,medication_titration,ali,26.0,0.78,0.0022714692015499438,0.42333333333333334,0.0,4.5353032125064425,True,0.0,3.6923076923076925,0,4,8,False
Glass-7,rf,loo,chb14,realtime_alert,szcore,26.0,0.99,5.7263929450838916e-05,0.8666666666666667,0.0,1.2369008761381206,True,0.0,0.9230769230769231,0,1,8,False
Glass-7,rf,loo,chb14,realtime_alert,ali,26.0,0.88,0.0009543988241806486,0.49666666666666665,0.0,1.855351314207181,True,0.0,0.0,0,0,8,False
Glass-7,rf,loo,chb06,medication_titration,szcore,58.733333333333334,0.67,0.0015585402939685758,0.8266666666666667,0.2702702702702703,4.926507856056767,True,0.0,22.06583427922815,0,54,8,False
Glass-7,rf,loo,chb06,medication_titration,ali,58.733333333333334,0.44,0.0037633046122655853,0.7333333333333333,0.21621621621621623,4.379118094272681,True,0.0,6.129398410896708,0,15,8,False
Glass-7,rf,loo,chb06,realtime_alert,szcore,58.733333333333334,0.75,0.0011023821591485048,0.86,0.2702702702702703,1.6421692853522556,True,0.0,15.119182746878545,0,37,8,False
Glass-7,rf,loo,chb06,realtime_alert,ali,58.733333333333334,0.57,0.0021540800810947794,0.7933333333333333,0.21621621621621623,1.6421692853522556,True,0.0,2.8603859250851302,0,7,8,False
Glass-7,rf,loo,chb03,medication_titration,szcore,37.00111111111111,0.8,0.0009010125128112717,0.8066666666666666,0.20588235294117646,4.987104258410389,True,1.0,3.8917750217711182,7,6,7,True
Glass-7,rf,loo,chb03,medication_titration,ali,37.00111111111111,0.68,0.0020666974512608544,0.68,0.08823529411764706,4.743830879951345,True,0.2857142857142857,4.540404192066305,2,7,7,False
Glass-7,rf,loo,chb03,realtime_alert,szcore,37.00111111111111,0.89,0.00041671828717521314,0.8733333333333333,0.17647058823529413,1.824550338442825,True,0.7142857142857143,1.2972583405903728,5,2,7,False
Glass-7,rf,loo,chb03,realtime_alert,ali,37.00111111111111,0.81,0.0008221739179402854,0.83,0.08823529411764706,1.7029136492133032,True,0.0,2.5945166811807456,0,4,7,False
Glass-7,rf,loo,chb12,medication_titration,szcore,20.685555555555556,0.98,0.0006885376599038118,0.57,0.75,3.3546797264486465,True,0.0,10.442069076650373,0,9,27,False
Glass-7,rf,loo,chb12,medication_titration,ali,20.685555555555556,0.92,0.0023399926486956614,0.4766666666666667,0.5833333333333334,4.249260986834952,True,0.0,4.6409195896223885,0,4,27,False
Glass-7,rf,loo,chb12,realtime_alert,szcore,20.685555555555556,0.99,0.00047628168955752393,0.6033333333333334,0.75,2.012807835869188,False,0.0,8.121609281839179,0,7,27,False
Glass-7,rf,loo,chb12,realtime_alert,ali,20.685555555555556,0.96,0.0012321200229857684,0.54,0.4166666666666667,1.7891625207726116,True,0.0,1.1602298974055971,0,1,27,False
Glass-7,rf,loo,chb22,medication_titration,szcore,30.002222222222223,0.98,0.000486155036409353,0.9933333333333333,0.75,2.8228356952801144,True,1.0,0.0,3,0,3,True
Glass-7,rf,loo,chb22,medication_titration,ali,30.002222222222223,0.91,0.00210667182444053,0.6566666666666666,0.16666666666666666,4.742363968070593,True,1.0,0.0,3,0,3,True
Glass-7,rf,loo,chb22,realtime_alert,szcore,30.002222222222223,0.99,0.00028751104303778943,0.9966666666666667,0.5833333333333334,1.4678745615456594,True,1.0,0.0,3,0,3,True
Glass-7,rf,loo,chb22,realtime_alert,ali,30.002222222222223,0.95,0.0010925419635435998,0.9533333333333334,0.16666666666666666,1.9195282727904779,True,0.6666666666666666,0.7999407451299904,2,1,3,False
Glass-7,rf,loo,chb04,medication_titration,szcore,146.6211111111111,0.99,0.0007289388732687702,0.8266666666666667,0.6363636363636364,2.2492970946579196,True,0.25,7.202237058480286,1,44,4,False
Glass-7,rf,loo,chb04,medication_titration,ali,146.6211111111111,0.96,0.0022649172133708214,0.6633333333333333,0.18181818181818182,4.217432052483599,True,0.0,6.547488234982078,0,40,4,False
Glass-7,rf,loo,chb04,realtime_alert,szcore,146.6211111111111,0.99,0.0007289388732687702,0.8266666666666667,0.6363636363636364,2.2492970946579196,False,0.25,7.202237058480286,1,44,4,False
Glass-7,rf,loo,chb04,realtime_alert,ali,146.6211111111111,0.98,0.00108039154430907,0.78,0.0,1.6869728209934396,True,0.0,3.273744117491039,0,20,4,False
Glass-7,rf,loo,chb05,medication_titration,szcore,38.00222222222222,0.61,0.0016686209073689907,0.9833333333333333,1.0,4.8705691350230005,True,1.0,6.946962165955207,5,11,5,False
Glass-7,rf,loo,chb05,medication_titration,ali,38.00222222222222,0.54,0.0021496647725564475,0.9766666666666667,0.15384615384615385,4.8705691350230005,True,0.0,5.0523361206946955,0,8,5,False
Glass-7,rf,loo,chb05,realtime_alert,szcore,38.00222222222222,0.71,0.0009470551095878056,0.9933333333333333,0.7692307692307693,1.9482276540092003,True,1.0,1.894626045260511,5,3,5,True
Glass-7,rf,loo,chb05,realtime_alert,ali,38.00222222222222,0.82,0.0005712395899101049,0.9966666666666667,0.0,1.9482276540092003,True,0.0,2.5261680603473478,0,4,5,False
Glass-7,rf,loo,chb19,medication_titration,szcore,27.92888888888889,0.98,0.0007266481701677897,0.96,0.4230769230769231,4.637336504161713,True,1.0,0.0,3,0,3,True
Glass-7,rf,loo,chb19,medication_titration,ali,27.92888888888889,0.87,0.001684502576298058,0.5033333333333333,0.07692307692307693,4.9940546967895365,True,0.3333333333333333,2.577975811584978,1,3,3,False
Glass-7,rf,loo,chb19,realtime_alert,szcore,27.92888888888889,0.99,0.0005284713964856652,0.9866666666666667,0.3076923076923077,3.2104637336504163,False,1.0,0.0,3,0,3,True
Glass-7,rf,loo,chb19,realtime_alert,ali,27.92888888888889,0.99,0.0005284713964856652,0.9866666666666667,0.0,1.426872770511296,True,0.0,2.577975811584978,0,3,3,False
Glass-7,rf,loo,chb17,medication_titration,szcore,19.42888888888889,0.94,0.00134269948093203,0.69,0.6785714285714286,4.951613695534705,True,1.0,6.176369667162301,3,5,3,False
Glass-7,rf,loo,chb17,medication_titration,ali,19.42888888888889,0.92,0.0015391920878976928,0.68,0.03571428571428571,4.951613695534705,True,0.0,4.941095733729841,0,4,3,False
Glass-7,rf,loo,chb17,realtime_alert,szcore,19.42888888888889,0.99,0.0004912315174141573,0.81,0.32142857142857145,2.829493540305546,False,1.0,1.2352739334324603,3,1,3,True
Glass-7,rf,loo,chb17,realtime_alert,ali,19.42888888888889,0.97,0.0009005911152592884,0.75,0.0,1.7684334626909661,True,0.0,3.7058218002973806,0,3,3,False
Glass-7,rf,loo,chb23,medication_titration,szcore,26.555555555555557,0.9,0.0025407394427895565,0.49333333333333335,1.0,4.415629928158402,True,1.0,10.845188284518827,7,12,7,False
Glass-7,rf,loo,chb23,medication_titration,ali,26.555555555555557,0.93,0.0021026809181706675,0.5166666666666667,0.07692307692307693,4.100227790432802,True,0.14285714285714285,6.3263598326359824,1,7,7,False
Glass-7,rf,loo,chb23,realtime_alert,szcore,26.555555555555557,0.99,0.0003358448688744816,0.7766666666666666,0.38461538461538464,1.2616085509024006,True,0.2857142857142857,0.903765690376569,2,1,7,False
Glass-7,rf,loo,chb23,realtime_alert,ali,26.555555555555557,0.98,0.0006716897377489632,0.7,0.0,1.2616085509024006,True,0.0,3.615062761506276,0,4,7,False
Glass-7,rf,loo,chb24,medication_titration,szcore,21.295555555555556,0.75,0.002345249093881032,0.9666666666666667,0.3333333333333333,4.349371046833913,True,0.8125,12.396952937493479,13,11,16,False
Glass-7,rf,loo,chb24,medication_titration,ali,21.295555555555556,0.54,0.004654964110582048,0.8666666666666667,0.13333333333333333,4.861061758226138,True,0.0625,15.777940102264427,1,14,16,False
Glass-7,rf,loo,chb24,realtime_alert,szcore,21.295555555555556,0.84,0.0017530144742141046,0.98,0.3333333333333333,1.7909174898727878,True,0.5625,11.269957215903162,9,10,16,False
Glass-7,rf,loo,chb24,realtime_alert,ali,21.295555555555556,0.9,0.0012910714708739015,0.9833333333333333,0.03333333333333333,1.7909174898727878,True,0.0,2.2539914431806323,0,2,16,False
Glass-7,rf,loo,chb08,medication_titration,szcore,20.005555555555556,0.68,0.0018847249616480385,0.8966666666666666,0.15151515151515152,4.733727810650887,True,1.0,0.0,5,0,5,True
Glass-7,rf,loo,chb08,medication_titration,ali,20.005555555555556,0.51,0.003977646285338593,0.78,0.12121212121212122,4.023668639053254,True,0.0,5.998333796167731,0,5,5,False
Glass-7,rf,loo,chb08,realtime_alert,szcore,20.005555555555556,0.76,0.0014464168310322155,0.9233333333333333,0.15151515151515152,1.6568047337278105,True,1.0,0.0,5,0,5,True
Glass-7,rf,loo,chb08,realtime_alert,ali,20.005555555555556,0.59,0.002651764190225729,0.8466666666666667,0.12121212121212122,1.8934911242603547,True,0.0,5.998333796167731,0,5,5,False
Glass-7,rf,loo,chb11,medication_titration,szcore,34.79222222222222,0.85,0.000486338314616677,0.9866666666666667,0.06666666666666667,4.774957998054647,True,0.6,0.0,3,0,5,True
Glass-7,rf,loo,chb11,medication_titration,ali,34.79222222222222,0.62,0.0026527544433636928,0.8666666666666667,0.06666666666666667,4.5839596781324605,True,0.2,1.3796186887235333,1,2,5,False
Glass-7,rf,loo,chb11,realtime_alert,szcore,34.79222222222222,0.9,0.00024759041471394467,0.99,0.06666666666666667,1.5279865593774868,True,0.6,0.0,3,0,5,False
Glass-7,rf,loo,chb11,realtime_alert,ali,34.79222222222222,0.68,0.0018480855955433726,0.94,0.06666666666666667,1.7189848792996727,True,0.2,2.0694280330853,1,3,5,False
Glass-7,rf,loo,chb15,medication_titration,szcore,39.00888888888889,0.84,0.0005145687270856114,0.32,0.1111111111111111,4.168006689393452,True,0.05,4.921955109946451,1,8,20,False
Glass-7,rf,loo,chb15,medication_titration,ali,39.00888888888889,0.64,0.00333397654424219,0.19,0.1111111111111111,4.399562616581977,True,0.0,11.074398997379514,0,18,20,False
Glass-7,rf,loo,chb15,realtime_alert,szcore,39.00888888888889,0.88,0.0003430458180570742,0.33666666666666667,0.1111111111111111,1.8524474175082009,True,0.05,3.6914663324598385,1,6,20,False
Glass-7,rf,loo,chb15,realtime_alert,ali,39.00888888888889,0.7,0.002122595999228147,0.21666666666666667,0.1111111111111111,1.8524474175082009,True,0.0,5.537199498689757,0,9,20,False
Glass-7,rf,loo,chb20,medication_titration,szcore,27.59888888888889,0.86,0.0011552618145670454,0.56,0.5294117647058824,4.642540501329895,True,0.0,17.392004509038205,0,20,8,False
Glass-7,rf,loo,chb20,medication_titration,ali,27.59888888888889,0.69,0.004370292755881537,0.45666666666666667,0.4117647058823529,4.449101313774483,True,0.0,2.608800676355731,0,3,8,False
Glass-7,rf,loo,chb20,realtime_alert,szcore,27.59888888888889,0.89,0.0009134628301227802,0.5733333333333334,0.5294117647058824,1.5475135004432983,True,0.0,12.174403156326743,0,14,8,False
Glass-7,rf,loo,chb20,realtime_alert,ali,27.59888888888889,0.76,0.0023732122547307525,0.5133333333333333,0.4117647058823529,1.7409526879987105,True,0.0,2.608800676355731,0,3,8,False
Glass-7,rf,loo,chb07,medication_titration,szcore,59.047777777777775,0.8,0.0012695896880205722,0.7233333333333334,0.48,4.366741602108974,True,1.0,11.787065088534709,2,29,2,False
Glass-7,rf,loo,chb07,medication_titration,ali,59.047777777777775,0.65,0.003638951335090812,0.55,0.32,4.890750594362051,True,1.0,5.6903072841202045,2,14,2,False
Glass-7,rf,loo,chb07,realtime_alert,szcore,59.047777777777775,0.84,0.0010431660493926995,0.77,0.44,1.5720269767592308,True,1.0,7.316109365297406,2,18,2,False
Glass-7,rf,loo,chb07,realtime_alert,ali,59.047777777777775,0.7,0.002482573466384176,0.6166666666666667,0.32,1.9213663049279486,True,1.0,2.8451536420601022,2,7,2,False
Glass-7,lr,5fold,0,medication_titration,szcore,73.74555555555555,0.98,0.0010208649510312373,0.9433436393737793,0.225,3.0658703556103903,True,0.1111111111111111,7.15975350680267,4,22,36,False
Glass-7,lr,5fold,0,medication_titration,ali,73.74555555555555,0.92,0.0032809616875388967,0.8733142614364624,0.175,4.716723624015985,True,0.0,8.786970212894186,0,27,36,False
Glass-7,lr,5fold,0,realtime_alert,szcore,73.74555555555555,0.99,0.0006496413324744238,0.964508056640625,0.2,1.1791809060039962,True,0.08333333333333333,4.881650118274548,3,15,36,False
Glass-7,lr,5fold,0,realtime_alert,ali,73.74555555555555,0.95,0.0018997914596731048,0.9185528755187988,0.125,1.6508532684055948,True,0.0,5.20709345949285,0,16,36,False
