config,model,scheme,fold,criterion,rule,test_recorded_hours,t_star,percentile_flagged,threshold_test,tuning_sens,tuning_fa,ceiling_met_on_tuning,test_sens,test_fa,test_tp,test_fp,test_ref_true,criterion_met_on_test
Glass-7,mlp,loo,chb23,realtime_alert,szcore,26.555555555555557,0.99,0.004935459377372817,0.7571624517440796,1.0,13.246889784475206,False,1.0,44.28451882845188,7,49,7,False
Glass-7,mlp,loo,chb23,realtime_alert,ali,26.555555555555557,0.99,0.004935459377372817,0.7571624517440796,0.34615384615384615,7.254249167688803,False,0.14285714285714285,9.941422594142258,1,11,7,False
Glass-7,mlp,loo,chb24,medication_titration,szcore,21.295555555555556,0.98,0.002676900480894511,1.0,0.3333333333333333,3.8376803354416884,True,1.0,7.888970051132214,16,7,16,False
Glass-7,mlp,loo,chb24,medication_titration,ali,21.295555555555556,0.65,0.005247198730248976,0.999448835849762,0.16666666666666666,4.349371046833913,True,0.25,16.904935823854743,4,15,16,False
Glass-7,mlp,loo,chb24,realtime_alert,szcore,21.295555555555556,0.99,0.002368938478667709,1.0,0.3333333333333333,1.7909174898727878,True,1.0,7.888970051132214,16,7,16,False
Glass-7,mlp,loo,chb24,realtime_alert,ali,21.295555555555556,0.9,0.003494184256034871,0.9999998807907104,0.16666666666666666,2.0467628455689004,False,0.0625,14.650944380674112,1,13,16,False
Glass-7,mlp,loo,chb08,medication_titration,szcore,20.005555555555556,0.97,0.0020929213236905546,0.9937312006950378,0.15151515151515152,3.7869822485207094,True,1.0,0.0,5,0,5,True
Glass-7,mlp,loo,chb08,medication_titration,ali,20.005555555555556,0.74,0.004930966469428008,0.723880410194397,0.15151515151515152,4.970414201183432,True,0.0,5.998333796167731,0,5,5,False
Glass-7,mlp,loo,chb08,realtime_alert,szcore,20.005555555555556,0.99,0.0017422748191978962,0.9989336133003235,0.15151515151515152,1.6568047337278105,True,1.0,0.0,5,0,5,True
Glass-7,mlp,loo,chb08,realtime_alert,ali,20.005555555555556,0.82,0.003879026955950033,0.815950870513916,0.15151515151515152,1.8934911242603547,True,0.0,5.998333796167731,0,5,5,False
Glass-7,mlp,loo,chb11,medication_titration,szcore,34.79222222222222,0.99,0.0004067556813157662,1.0,0.06666666666666667,4.201963038288089,True,0.4,0.0,2,0,5,False
Glass-7,mlp,loo,chb11,medication_titration,ali,34.79222222222222,0.81,0.0031833053320364313,0.9963333606719971,0.03333333333333333,4.774957998054647,True,0.4,2.7592373774470667,2,4,5,False
Glass-7,mlp,loo,chb11,realtime_alert,szcore,34.79222222222222,0.99,0.0004067556813157662,1.0,0.06666666666666667,4.201963038288089,False,0.4,0.0,2,0,5,False
Glass-7,mlp,loo,chb11,realtime_alert,ali,34.79222222222222,0.93,0.0013794323105491202,0.9999991655349731,0.03333333333333333,1.9099831992218586,True,0.2,0.0,1,0,5,False
Glass-7,mlp,loo,chb15,medication_titration,szcore,39.00888888888889,0.99,0.0022512381809995496,0.28827688097953796,0.16666666666666666,21.766257155721362,False,0.45,14.765865329839354,9,24,20,False
Glass-7,mlp,loo,chb15,medication_titration,ali,39.00888888888889,0.98,0.0030016509079994,0.21891862154006958,0.1111111111111111,4.399562616581977,True,0.0,8.61342144240629,0,14,20,False
Glass-7,mlp,loo,chb15,realtime_alert,szcore,39.00888888888889,0.99,0.0022512381809995496,0.28827688097953796,0.16666666666666666,21.766257155721362,False,0.45,14.765865329839354,9,24,20,False
Glass-7,mlp,loo,chb15,realtime_alert,ali,39.00888888888889,0.99,0.0022512381809995496,0.28827688097953796,0.1111111111111111,3.473338907827877,False,0.0,6.152443887433064,0,10,20,False
Glass-7,mlp,loo,chb20,medication_titration,szcore,27.59888888888889,0.99,0.00226574603942219,0.893957257270813,0.5294117647058824,19.53735794309664,False,0.0,35.65360924352832,0,41,8,False
Glass-7,mlp,loo,chb20,medication_titration,ali,27.59888888888889,0.97,0.003797139607569204,0.8514934778213501,0.4117647058823529,3.868783751108246,True,0.0,6.087201578163372,0,7,8,False
Glass-7,mlp,loo,chb20,realtime_alert,szcore,27.59888888888889,0.99,0.00226574603942219,0.893957257270813,0.5294117647058824,19.53735794309664,False,0.0,35.65360924352832,0,41,8,False
Glass-7,mlp,loo,chb20,realtime_alert,ali,27.59888888888889,0.99,0.00226574603942219,0.893957257270813,0.35294117647058826,2.3212702506649476,False,0.0,2.608800676355731,0,3,8,False
Glass-7,mlp,loo,chb07,medication_titration,szcore,59.047777777777775,0.99,0.0028949879510278016,0.7321121096611023,0.56,23.75507431547282,False,1.0,33.328942664132626,2,82,2,False
Glass-7,mlp,loo,chb07,medication_titration,ali,59.047777777777775,0.99,0.0028949879510278016,0.7321121096611023,0.24,4.366741602108974,True,0.5,4.064505202943003,1,10,2,False
Glass-7,mlp,loo,chb07,realtime_alert,szcore,59.047777777777775,0.99,0.0028949879510278016,0.7321121096611023,0.56,23.75507431547282,False,1.0,33.328942664132626,2,82,2,False
Glass-7,mlp,loo,chb07,realtime_alert,ali,59.047777777777775,0.99,0.0028949879510278016,0.7321121096611023,0.24,4.366741602108974,False,0.5,4.064505202943003,1,10,2,False
Glass-4,rf,5fold,0,medication_titration,szcore,75.74777777777778,0.74,0.0020317474114234183,0.43,0.225,4.576320907441411,True,0.16666666666666666,19.010458685990052,6,60,36,False
Glass-4,rf,5fold,0,medication_titration,ali,75.74777777777778,0.59,0.0036397614054911507,0.36,0.15,4.928345592629212,True,0.027777777777777776,7.287342496296187,1,23,36,False
Glass-4,rf,5fold,0,realtime_alert,szcore,75.74777777777778,0.87,0.001167983137582981,0.5,0.225,1.994806549397538,True,0.1388888888888889,13.624162058292871,5,43,36,False
Glass-4,rf,5fold,0,realtime_alert,ali,75.74777777777778,0.89,0.0009615489086148263,0.5266666666666666,0.075,1.994806549397538,True,0.0,2.5347278247986735,0,8,36,False
Glass-4,rf,5fold,1,medication_titration,szcore,204.5311111111111,0.99,0.00039142007202129324,0.9966666666666667,0.13513513513513514,4.381058115205603,True,0.15,1.2907571790219363,6,11,40,False
Glass-4,rf,5fold,1,medication_titration,ali,204.5311111111111,0.9,0.0027897576042244902,0.88,0.08108108108108109,4.995943464708143,True,0.125,3.872271537065809,5,33,40,False
Glass-4,rf,5fold,1,realtime_alert,szcore,204.5311111111111,0.99,0.00039142007202129324,0.9966666666666667,0.13513513513513514,4.381058115205603,False,0.15,1.2907571790219363,6,11,40,False
Glass-4,rf,5fold,1,realtime_alert,ali,204.5311111111111,0.97,0.0008219821512447158,0.98,0.0,1.844656048507622,True,0.05,1.6427818642097372,2,14,40,False
Glass-4,rf,5fold,2,medication_titration,szcore,312.25333333333333,0.98,0.00034915314491759983,0.97,0.22857142857142856,4.250780833396815,True,0.08108108108108109,4.919082796020326,3,64,37,False
Glass-4,rf,5fold,2,medication_titration,ali,312.25333333333333,0.94,0.0020060435235265735,0.9066666666666666,0.0,3.839414946293898,True,0.02702702702702703,2.6901234040736153,1,35,37,False
Glass-4,rf,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.00017140245295954902,0.98,0.17142857142857143,1.6454635484116704,True,0.08108108108108109,2.766984072761433,3,36,37,False
Glass-4,rf,5fold,2,realtime_alert,ali,312.25333333333333,0.96,0.0010538076737513014,0.9333333333333333,0.0,1.5083415860440312,True,0.02702702702702703,1.2297706990050814,1,16,37,False
Glass-4,rf,5fold,3,medication_titration,szcore,175.02666666666667,0.82,0.000883547222779226,0.92,0.45714285714285713,4.601965109284139,True,0.37142857142857144,8.77580559152891,13,64,35,False
Glass-4,rf,5fold,3,medication_titration,ali,175.02666666666667,0.71,0.002174403448967315,0.87,0.05714285714285714,4.872668939242029,True,0.0,4.250780833396815,0,31,35,False
Glass-4,rf,5fold,3,realtime_alert,szcore,175.02666666666667,0.87,0.0005514337276919992,0.9366666666666666,0.45714285714285713,1.8949268097052336,True,0.37142857142857144,4.662146720499733,13,34,35,False
Glass-4,rf,5fold,3,realtime_alert,ali,175.02666666666667,0.86,0.0006266292360136355,0.9333333333333333,0.02857142857142857,1.8949268097052336,True,0.0,1.6454635484116704,0,12,35,False
Glass-4,rf,5fold,4,medication_titration,szcore,177.31555555555556,0.69,0.0003667140950229563,0.8366666666666667,0.0,3.8020917371980105,True,0.45714285714285713,1.2181672348105073,16,9,35,False
Glass-4,rf,5fold,4,medication_titration,ali,177.31555555555556,0.48,0.0023763073357487567,0.5566666666666666,0.0,4.752614671497513,True,0.02857142857142857,6.361540004010427,1,47,35,False
Glass-4,rf,5fold,4,realtime_alert,szcore,177.31555555555556,0.76,0.00013201707420826427,0.9233333333333333,0.0,1.584204890499171,True,0.2571428571428571,0.2707038299578905,9,2,35,False
Glass-4,rf,5fold,4,realtime_alert,ali,177.31555555555556,0.66,0.0005280682968330571,0.79,0.0,1.9010458685990053,True,0.0,1.7595748947262884,0,13,35,False
Glass-4,lr,5fold,0,medication_titration,szcore,75.74777777777778,0.99,0.0018470431012940166,0.8822147846221924,0.125,7.744543074131618,False,0.05555555555555555,19.644140642189722,2,62,36,False
Glass-4,lr,5fold,0,medication_titration,ali,75.74777777777778,0.99,0.0018470431012940166,0.8822147846221924,0.05,3.872271537065809,True,0.0,3.168409780998342,0,10,36,False
Glass-4,lr,5fold,0,realtime_alert,szcore,75.74777777777778,0.99,0.0018470431012940166,0.8822147846221924,0.125,7.744543074131618,False,0.05555555555555555,19.644140642189722,2,62,36,False
Glass-4,lr,5fold,0,realtime_alert,ali,75.74777777777778,0.99,0.0018470431012940166,0.8822147846221924,0.05,3.872271537065809,False,0.0,3.168409780998342,0,10,36,False
Glass-4,lr,5fold,1,medication_titration,szcore,204.5311111111111,0.99,0.015859629645444583,0.9612323045730591,0.5135135135135135,37.123702976215895,False,0.225,36.49322569780202,9,311,40,False
Glass-4,lr,5fold,1,medication_titration,ali,204.5311111111111,0.99,0.015859629645444583,0.9612323045730591,0.08108108108108109,38.50719501259661,False,0.1,35.55449320396788,4,303,40,False
Glass-4,lr,5fold,1,realtime_alert,szcore,204.5311111111111,0.99,0.015859629645444583,0.9612323045730591,0.5135135135135135,37.123702976215895,False,0.225,36.49322569780202,9,311,40,False
Glass-4,lr,5fold,1,realtime_alert,ali,204.5311111111111,0.99,0.015859629645444583,0.9612323045730591,0.08108108108108109,38.50719501259661,False,0.1,35.55449320396788,4,303,40,False
Glass-4,lr,5fold,2,medication_titration,szcore,312.25333333333333,0.99,0.002710698052360275,0.9991945624351501,0.34285714285714286,17.00312333358726,False,0.13513513513513514,8.60839489303557,5,112,37,False
Glass-4,lr,5fold,2,medication_titration,ali,312.25333333333333,0.99,0.002710698052360275,0.9991945624351501,0.14285714285714285,5.759122419440847,False,0.0,7.378624194030488,0,96,37,False
Glass-4,lr,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.002710698052360275,0.9991945624351501,0.34285714285714286,17.00312333358726,False,0.13513513513513514,8.60839489303557,5,112,37,False
Glass-4,lr,5fold,2,realtime_alert,ali,312.25333333333333,0.99,0.002710698052360275,0.9991945624351501,0.14285714285714285,5.759122419440847,False,0.0,7.378624194030488,0,96,37,False
Glass-4,lr,5fold,3,medication_titration,szcore,175.02666666666667,0.93,0.002957689993984359,0.9473705291748047,0.45714285714285713,4.195909364347303,True,0.45714285714285713,18.511464919631294,16,135,35,False
Glass-4,lr,5fold,3,medication_titration,ali,175.02666666666667,0.93,0.002957689993984359,0.9473705291748047,0.0,4.331261279326248,True,0.08571428571428572,7.8159518549554345,3,57,35,False
Glass-4,lr,5fold,3,realtime_alert,szcore,175.02666666666667,0.96,0.0023811910968518147,0.952346920967102,0.3142857142857143,1.624222979747343,True,0.42857142857142855,15.76902567227851,15,115,35,False
Glass-4,lr,5fold,3,realtime_alert,ali,175.02666666666667,0.98,0.0019676158010828153,0.9563797116279602,0.0,2.4363344696210145,False,0.05714285714285714,4.387902795764455,2,32,35,False
Glass-4,lr,5fold,4,medication_titration,szcore,177.31555555555556,0.87,0.0005574054244348936,1.0,0.08333333333333333,3.8020917371980105,True,0.0,0.9474634048526168,0,7,35,False
Glass-4,lr,5fold,4,medication_titration,ali,177.31555555555556,0.73,0.0020829360597303917,0.9985628724098206,0.0,4.118932715297845,True,0.0,1.8949268097052336,0,14,35,False
Glass-4,lr,5fold,4,realtime_alert,szcore,177.31555555555556,0.94,0.000293371276018365,1.0,0.05555555555555555,1.2673639123993368,True,0.0,0.9474634048526168,0,7,35,False
Glass-4,lr,5fold,4,realtime_alert,ali,177.31555555555556,0.8,0.0010561365936661142,1.0,0.0,1.9010458685990053,True,0.0,1.8949268097052336,0,14,35,False
Glass-4,mlp,5fold,0,medication_titration,szcore,75.74777777777778,0.99,0.0010810634622279685,0.9999982118606567,0.225,4.341637783982876,True,0.0,2.2178868466988395,0,7,36,False
Glass-4,mlp,5fold,0,medication_titration,ali,75.74777777777778,0.93,0.002884646725844479,0.9396429657936096,0.125,4.22429622225361,True,0.0,2.5347278247986735,0,8,36,False
Glass-4,mlp,5fold,0,realtime_alert,szcore,75.74777777777778,0.99,0.0010810634622279685,0.9999982118606567,0.225,4.341637783982876,False,0.0,2.2178868466988395,0,7,36,False
Glass-4,mlp,5fold,0,realtime_alert,ali,75.74777777777778,0.97,0.0017492584665196275,0.9999779462814331,0.1,1.994806549397538,True,0.0,3.4852507590981765,0,11,36,False
Glass-4,mlp,5fold,1,medication_titration,szcore,204.5311111111111,0.99,0.030883043682480037,0.932101845741272,0.8918918918918919,63.71749434220078,False,0.425,68.64481361162116,17,585,40,False
Glass-4,mlp,5fold,1,medication_titration,ali,204.5311111111111,0.99,0.030883043682480037,0.932101845741272,0.08108108108108109,106.99005081344208,False,0.2,61.95634459305295,8,528,40,False
Glass-4,mlp,5fold,1,realtime_alert,szcore,204.5311111111111,0.99,0.030883043682480037,0.932101845741272,0.8918918918918919,63.71749434220078,False,0.425,68.64481361162116,17,585,40,False
Glass-4,mlp,5fold,1,realtime_alert,ali,204.5311111111111,0.99,0.030883043682480037,0.932101845741272,0.08108108108108109,106.99005081344208,False,0.2,61.95634459305295,8,528,40,False
Glass-4,mlp,5fold,2,medication_titration,szcore,312.25333333333333,0.99,0.01577537391127701,0.9319866895675659,0.45714285714285713,91.18610497448007,False,0.7837837837837838,71.78786455442163,29,934,37,False
Glass-4,mlp,5fold,2,medication_titration,ali,312.25333333333333,0.99,0.01577537391127701,0.9319866895675659,0.14285714285714285,40.45097889845356,False,0.16216216216216217,45.65523720056365,6,594,37,False
Glass-4,mlp,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.01577537391127701,0.9319866895675659,0.45714285714285713,91.18610497448007,False,0.7837837837837838,71.78786455442163,29,934,37,False
Glass-4,mlp,5fold,2,realtime_alert,ali,312.25333333333333,0.99,0.01577537391127701,0.9319866895675659,0.14285714285714285,40.45097889845356,False,0.16216216216216217,45.65523720056365,6,594,37,False
Glass-4,mlp,5fold,3,medication_titration,szcore,175.02666666666667,0.99,0.0006579606978143173,0.9999295473098755,0.4857142857142857,4.331261279326248,True,0.37142857142857144,4.113658871029176,13,30,35,False
Glass-4,mlp,5fold,3,medication_titration,ali,175.02666666666667,0.77,0.003477792259875677,0.9973951578140259,0.11428571428571428,4.466613194305194,True,0.02857142857142857,5.347756532337929,1,39,35,False
Glass-4,mlp,5fold,3,realtime_alert,szcore,175.02666666666667,0.99,0.0006579606978143173,0.9999295473098755,0.4857142857142857,4.331261279326248,False,0.37142857142857144,4.113658871029176,13,30,35,False
Glass-4,mlp,5fold,3,realtime_alert,ali,175.02666666666667,0.96,0.0011655303789853619,0.999636173248291,0.05714285714285714,1.7595748947262884,True,0.0,2.3310733602498663,0,17,35,False
Glass-4,mlp,5fold,4,medication_titration,szcore,177.31555555555556,0.99,0.000293371276018365,0.9948321580886841,0.027777777777777776,5.069455649597347,False,0.42857142857142855,1.2181672348105073,15,9,35,False
Glass-4,mlp,5fold,4,medication_titration,ali,177.31555555555556,0.92,0.0027576899945726315,0.8124310374259949,0.0,4.752614671497513,True,0.05714285714285714,4.872668939242029,2,36,35,False
Glass-4,mlp,5fold,4,realtime_alert,szcore,177.31555555555556,0.99,0.000293371276018365,0.9948321580886841,0.027777777777777776,5.069455649597347,False,0.42857142857142855,1.2181672348105073,15,9,35,False
Glass-4,mlp,5fold,4,realtime_alert,ali,177.31555555555556,0.97,0.0009094509556569316,0.9522391557693481,0.0,1.2673639123993368,True,0.0,2.4363344696210145,0,18,35,False
Glass-2,rf,5fold,0,medication_titration,szcore,76.32555555555555,0.8,0.0018796379795521464,0.49333333333333335,0.225,4.928345592629212,True,0.5555555555555556,17.92322361812703,20,57,36,False
Glass-2,rf,5fold,0,medication_titration,ali,76.32555555555555,0.67,0.003726681080846163,0.41333333333333333,0.15,4.811004030899944,True,0.0,6.603292911941537,0,21,36,False
Glass-2,rf,5fold,0,realtime_alert,szcore,76.32555555555555,0.87,0.001358119927422071,0.5333333333333333,0.2,1.994806549397538,True,0.4166666666666667,12.577700784650547,15,40,36,False
Glass-2,rf,5fold,0,realtime_alert,ali,76.32555555555555,0.95,0.000592140288356023,0.62,0.05,1.7601234259390042,True,0.0,0.3144425196162637,0,1,36,False
Glass-2,rf,5fold,1,medication_titration,szcore,204.5311111111111,0.99,0.0007009977653472252,0.9933333333333333,0.35135135135135137,8.531534224347752,False,0.15,4.22429622225361,6,36,40,False
Glass-2,rf,5fold,1,medication_titration,ali,204.5311111111111,0.96,0.0025513471967206114,0.9666666666666667,0.05405405405405406,4.304197446517785,True,0.1,5.045687154358478,4,43,40,False
Glass-2,rf,5fold,1,realtime_alert,szcore,204.5311111111111,0.99,0.0007009977653472252,0.9933333333333333,0.35135135135135137,8.531534224347752,False,0.15,4.22429622225361,6,36,40,False
Glass-2,rf,5fold,1,realtime_alert,ali,204.5311111111111,0.99,0.0007009977653472252,0.9933333333333333,0.0,1.2297706990050814,True,0.05,1.5254403024804701,2,13,40,False
Glass-2,rf,5fold,2,medication_titration,szcore,312.25333333333333,0.99,0.0002475813209415708,0.9833333333333333,0.2857142857142857,2.4681953226175057,True,0.10810810810810811,5.918271488961954,4,77,37,False
Glass-2,rf,5fold,2,medication_titration,ali,312.25333333333333,0.95,0.0022282318884741374,0.94,0.0,4.387902795764455,True,0.0,2.9975660788248857,0,39,37,False
Glass-2,rf,5fold,2,realtime_alert,szcore,312.25333333333333,0.99,0.0002475813209415708,0.9833333333333333,0.2857142857142857,2.4681953226175057,False,0.10810810810810811,5.918271488961954,4,77,37,False
Glass-2,rf,5fold,2,realtime_alert,ali,312.25333333333333,0.98,0.0005459485538711562,0.9766666666666667,0.0,1.5083415860440312,True,0.0,0.3843033434390879,0,5,37,False
Glass-2,rf,5fold,3,medication_titration,szcore,175.02666666666667,0.79,0.0008772809304190897,0.93,0.5428571428571428,4.872668939242029,True,0.4,11.106878951778777,14,81,35,False
