threshold,recorded_hours,tp_szcore,fp_szcore,ref_true_szcore,sens_szcore,fa_per_day_szcore,tp_ali,fp_ali,ref_true_ali,sens_ali,fa_per_day_ali,config,n_subjects
0.98347,944.8744444444444,16,33,183,0.08743169398907104,0.8382066047575986,1,18,183,0.00546448087431694,0.45720360259505377,Glass-4,23
0.9879,944.8744444444444,14,22,183,0.07650273224043716,0.5588044031717324,0,16,183,0.0,0.40640320230671445,Glass-4,23
0.99114,944.8744444444444,13,20,183,0.07103825136612021,0.5080040028833931,0,13,183,0.0,0.3302026018742055,Glass-4,23
0.99351,944.8744444444444,11,16,183,0.060109289617486336,0.40640320230671445,0,8,183,0.0,0.20320160115335723,Glass-4,23
0.99525,944.8744444444444,11,16,183,0.060109289617486336,0.40640320230671445,0,8,183,0.0,0.20320160115335723,Glass-4,23
0.99652,944.8744444444444,11,16,183,0.060109289617486336,0.40640320230671445,0,8,183,0.0,0.20320160115335723,Glass-4,23
0.99745,944.8744444444444,8,11,183,0.04371584699453552,0.2794022015858662,0,5,183,0.0,0.12700100072084827,Glass-4,23
0.99813,944.8744444444444,8,11,183,0.04371584699453552,0.2794022015858662,0,5,183,0.0,0.12700100072084827,Glass-4,23
0.99863,944.8744444444444,8,11,183,0.04371584699453552,0.2794022015858662,0,5,183,0.0,0.12700100072084827,Glass-4,23
0.999,944.8744444444444,8,11,183,0.04371584699453552,0.2794022015858662,0,5,183,0.0,0.12700100072084827,Glass-4,23
0.0005,944.8744444444444,183,11230,183,1.0,285.2442476190252,181,17416,183,0.9890710382513661,442.3698857108587,Best-2,23
0.00075,944.8744444444444,183,11230,183,1.0,285.2442476190252,181,17416,183,0.9890710382513661,442.3698857108587,Best-2,23
0.00113,944.8744444444444,183,11230,183,1.0,285.2442476190252,181,17416,183,0.9890710382513661,442.3698857108587,Best-2,23
0.00171,944.8744444444444,183,11230,183,1.0,285.2442476190252,181,17416,183,0.9890710382513661,442.3698857108587,Best-2,23
0.00258,944.8744444444444,183,11230,183,1.0,285.2442476190252,181,17416,183,0.9890710382513661,442.3698857108587,Best-2,23
0.00388,944.8744444444444,183,11266,183,1.0,286.1586548242153,174,19269,183,0.9508196721311475,489.43645657800505,Best-2,23
0.00585,944.8744444444444,183,11266,183,1.0,286.1586548242153,174,19269,183,0.9508196721311475,489.43645657800505,Best-2,23
0.00881,944.8744444444444,183,11276,183,1.0,286.412656825657,173,20085,183,0.9453551912568307,510.1630198956475,Best-2,23
0.01327,944.8744444444444,182,11308,183,0.994535519125683,287.22546323027046,168,20936,183,0.9180327868852459,531.7785902183359,Best-2,23
0.02,944.8744444444444,182,11298,183,0.994535519125683,286.97146122882873,163,21862,183,0.8907103825136612,555.2991755518369,Best-2,23
0.05111,944.8744444444444,182,10987,183,0.994535519125683,279.071998983992,130,20498,183,0.7103825136612022,520.6533025551896,Best-2,23
0.08222,944.8744444444444,179,10726,183,0.9781420765027322,272.4425467463637,107,17698,183,0.5846994535519126,449.5327421515145,Best-2,23
0.11333,944.8744444444444,173,10283,183,0.9453551912568307,261.19025808249654,100,15114,183,0.546448087431694,383.89862497898014,Best-2,23
0.14444,944.8744444444444,164,9647,183,0.8961748633879781,245.03573079080465,89,13469,183,0.48633879781420764,342.11529574182106,Best-2,23
0.17556,944.8744444444444,157,9009,183,0.8579234972677595,228.8304030988244,83,12492,183,0.453551912568306,317.2993002009673,Best-2,23
0.20667,944.8744444444444,152,8260,183,0.8306010928961749,209.80565319084135,75,11480,183,0.4098360655737705,291.59429765506763,Best-2,23
0.23778,944.8744444444444,146,7621,183,0.7978142076502732,193.57492529871692,66,10560,183,0.36065573770491804,268.22611352243155,Best-2,23
0.26889,944.8744444444444,141,7031,183,0.7704918032786885,178.58880721365685,60,9675,183,0.32786885245901637,245.7469363948414,Best-2,23
0.3,944.8744444444444,137,6529,183,0.7486338797814208,165.83790674128366,56,8786,183,0.30601092896174864,223.16615846667457,Best-2,23
0.37143,944.8744444444444,126,5543,183,0.6885245901639344,140.7933093991324,47,6654,183,0.2568306010928962,169.01293175930488,Best-2,23
0.44286,944.8744444444444,116,4704,183,0.6338797814207651,119.48254147817406,42,5026,183,0.22950819672131148,127.66140592459668,Best-2,23
0.51429,944.8744444444444,103,3803,183,0.5628415300546448,96.59696114827719,37,3704,183,0.20218579234972678,94.0823413340044,Best-2,23
0.58571,944.8744444444444,92,3052,183,0.5027322404371585,77.52141084000579,33,3024,183,0.18032786885245902,76.81020523596904,Best-2,23
0.65714,944.8744444444444,86,2333,183,0.46994535519125685,59.2586669363478,28,2536,183,0.15300546448087432,64.41490756561424,Best-2,23
0.72857,944.8744444444444,77,1762,183,0.4207650273224044,44.75515265402693,25,2270,183,0.1366120218579235,57.65845432726511,Best-2,23
0.8,944.8744444444444,71,1339,183,0.3879781420765027,34.01086799304316,21,1937,183,0.11475409836065574,49.20018767925662,Best-2,23
0.85355,944.8744444444444,63,1094,183,0.3442622950819672,27.7878189577216,16,1399,183,0.08743169398907104,35.534880001693345,Best-2,23
0.89277,944.8744444444444,60,920,183,0.32786885245901637,23.36818413263608,12,967,183,0.06557377049180328,24.561993539412054,Best-2,23
0.92148,944.8744444444444,57,825,183,0.3114754098360656,20.955165118939963,10,614,183,0.0546448087431694,15.595722888520168,Best-2,23
0.94251,944.8744444444444,49,715,183,0.2677595628415301,18.1611431030813,6,430,183,0.03278688524590164,10.922086061992951,Best-2,23
0.9579,944.8744444444444,43,551,183,0.23497267759562843,13.995510279437479,5,289,183,0.0273224043715847,7.34065784166503,Best-2,23
0.96918,944.8744444444444,36,414,183,0.19672131147540983,10.515682859686237,5,186,183,0.0273224043715847,4.724437226815556,Best-2,23
0.97743,944.8744444444444,28,285,183,0.15300546448087432,7.239057041088351,4,92,183,0.02185792349726776,2.3368184132636083,Best-2,23
0.98347,944.8744444444444,25,202,183,0.1366120218579235,5.13084042912227,4,45,183,0.02185792349726776,1.1430090064876344,Best-2,23
0.9879,944.8744444444444,24,172,183,0.13114754098360656,4.36883442479718,4,27,183,0.02185792349726776,0.6858054038925807,Best-2,23
0.99114,944.8744444444444,20,136,183,0.1092896174863388,3.454427219607073,4,16,183,0.02185792349726776,0.40640320230671445,Best-2,23
0.99351,944.8744444444444,15,82,183,0.08196721311475409,2.0828164118219115,3,8,183,0.01639344262295082,0.20320160115335723,Best-2,23
0.99525,944.8744444444444,15,82,183,0.08196721311475409,2.0828164118219115,3,8,183,0.01639344262295082,0.20320160115335723,Best-2,23
0.99652,944.8744444444444,15,82,183,0.08196721311475409,2.0828164118219115,3,8,183,0.01639344262295082,0.20320160115335723,Best-2,23
0.99745,944.8744444444444,11,46,183,0.060109289617486336,1.1684092066318041,0,6,183,0.0,0.15240120086501793,Best-2,23
0.99813,944.8744444444444,11,46,183,0.060109289617486336,1.1684092066318041,0,6,183,0.0,0.15240120086501793,Best-2,23
0.99863,944.8744444444444,11,46,183,0.060109289617486336,1.1684092066318041,0,6,183,0.0,0.15240120086501793,Best-2,23
0.999,944.8744444444444,11,46,183,0.060109289617486336,1.1684092066318041,0,6,183,0.0,0.15240120086501793,Best-2,23
0.0005,945.4522222222222,183,11156,183,1.0,283.19146510723266,181,16328,183,0.9890710382513661,414.4810184896822,Glass-2,23
0.00075,945.4522222222222,183,11156,183,1.0,283.19146510723266,181,16328,183,0.9890710382513661,414.4810184896822,Glass-2,23
0.00113,945.4522222222222,183,11156,183,1.0,283.19146510723266,181,16328,183,0.9890710382513661,414.4810184896822,Glass-2,23
0.00171,945.4522222222222,183,11156,183,1.0,283.19146510723266,181,16328,183,0.9890710382513661,414.4810184896822,Glass-2,23
0.00258,945.4522222222222,183,11156,183,1.0,283.19146510723266,181,16328,183,0.9890710382513661,414.4810184896822,Glass-2,23
0.00388,945.4522222222222,183,11213,183,1.0,284.6383917396378,180,17911,183,0.9836065573770492,454.664963386128,Glass-2,23
0.00585,945.4522222222222,183,11213,183,1.0,284.6383917396378,180,17911,183,0.9836065573770492,454.664963386128,Glass-2,23
0.00881,945.4522222222222,183,11282,183,1.0,286.389934505181,177,18840,183,0.9672131147540983,478.2473290265564,Glass-2,23
0.01327,945.4522222222222,183,11301,183,1.0,286.87224338264934,178,19560,183,0.9726775956284153,496.5242970148324,Glass-2,23
0.02,945.4522222222222,183,11290,183,1.0,286.5930119272729,175,20556,183,0.9562841530054644,521.807436065281,Glass-2,23
0.05111,945.4522222222222,182,11064,183,0.994535519125683,280.85607475317516,157,23856,183,0.8579234972677595,605.5768726782128,Glass-2,23
0.08222,945.4522222222222,180,10841,183,0.9836065573770492,275.19529161236187,134,20916,183,0.73224043715847,530.945920059419,Glass-2,23
0.11333,945.4522222222222,179,10600,183,0.9781420765027322,269.0775842718417,119,17407,183,0.6502732240437158,441.87108579433476,Glass-2,23
0.14444,945.4522222222222,172,10229,183,0.9398907103825137,259.65986882232727,98,14547,183,0.5355191256830601,369.2709073964605,Glass-2,23
0.17556,945.4522222222222,170,9628,183,0.9289617486338798,244.40367748766906,88,12813,183,0.4808743169398907,325.253876158029,Glass-2,23
0.20667,945.4522222222222,164,8774,183,0.8961748633879781,222.72516267935274,79,11101,183,0.43169398907103823,281.79530783035045,Glass-2,23
0.23778,945.4522222222222,160,8072,183,0.8743169398907104,204.9051188907836,76,9792,183,0.41530054644808745,248.56676464055414,Glass-2,23
0.26889,945.4522222222222,153,7408,183,0.8360655737704918,188.04969285715126,68,8715,183,0.37158469945355194,221.22746669142458,Glass-2,23
0.3,945.4522222222222,145,6813,183,0.7923497267759563,172.94580958906204,61,7805,183,0.3333333333333333,198.12740992846457,Glass-2,23
0.37143,945.4522222222222,139,5527,183,0.7595628415300546,140.3011139877801,50,6200,183,0.273224043715847,157.3850021212659,Glass-2,23
0.44286,945.4522222222222,127,4559,183,0.6939890710382514,115.72874591465343,44,5151,183,0.24043715846994534,130.75647514945817,Glass-2,23
0.51429,945.4522222222222,112,3823,183,0.6120218579234973,97.04562308219347,36,4438,183,0.19672131147540983,112.6571999055126,Glass-2,23
0.58571,945.4522222222222,99,3292,183,0.5409836065573771,83.56635919083989,31,3880,183,0.16939890710382513,98.49254971459867,Glass-2,23
0.65714,945.4522222222222,90,2717,183,0.4918032786885246,68.97016947798056,27,3201,183,0.14754098360655737,81.25635351454389,Glass-2,23
0.72857,945.4522222222222,81,2219,183,0.4426229508196721,56.3285999527563,22,2334,183,0.12021857923497267,59.24783789532816,Glass-2,23
0.8,945.4522222222222,72,1733,183,0.39344262295081966,43.99164656066997,11,1401,183,0.060109289617486336,35.56393354385379,Glass-2,23
0.85355,945.4522222222222,65,1365,183,0.3551912568306011,34.65008514443999,8,744,183,0.04371584699453552,18.88620025455191,Glass-2,23
0.89277,945.4522222222222,60,1075,183,0.32786885245901637,27.28852859360659,7,431,183,0.03825136612021858,10.94079611520413,Glass-2,23
0.92148,945.4522222222222,52,810,183,0.28415300546448086,20.561588986810545,5,218,183,0.0273224043715847,5.533859752005801,Glass-2,23
0.94251,945.4522222222222,43,618,183,0.23497267759562843,15.6877308566036,4,129,183,0.02185792349726776,3.2746234312327904,Glass-2,23
0.9579,945.4522222222222,30,434,183,0.16393442622950818,11.016950148488613,4,76,183,0.02185792349726776,1.929235509873582,Glass-2,23
0.96918,945.4522222222222,22,313,183,0.12021857923497267,7.945404139347779,4,46,183,0.02185792349726776,1.167695177028747,Glass-2,23
0.97743,945.4522222222222,16,206,183,0.08743169398907104,5.2292436188678675,2,31,183,0.01092896174863388,0.7869250106063295,Glass-2,23
0.98347,945.4522222222222,13,134,183,0.07103825136612021,3.401546820040263,2,19,183,0.01092896174863388,0.4823088774683955,Glass-2,23
0.9879,945.4522222222222,10,96,183,0.0546448087431694,2.436929065103472,2,16,183,0.01092896174863388,0.406154844183912,Glass-2,23
0.99114,945.4522222222222,9,64,183,0.04918032786885246,1.624619376735648,2,13,183,0.01092896174863388,0.3300008108994285,Glass-2,23
0.99351,945.4522222222222,7,40,183,0.03825136612021858,1.01538711045978,2,10,183,0.01092896174863388,0.253846777614945,Glass-2,23
0.99525,945.4522222222222,7,40,183,0.03825136612021858,1.01538711045978,2,10,183,0.01092896174863388,0.253846777614945,Glass-2,23
0.99652,945.4522222222222,7,40,183,0.03825136612021858,1.01538711045978,2,10,183,0.01092896174863388,0.253846777614945,Glass-2,23
0.99745,945.4522222222222,5,17,183,0.0273224043715847,0.4315395219454065,1,5,183,0.00546448087431694,0.1269233888074725,Glass-2,23
0.99813,945.4522222222222,5,17,183,0.0273224043715847,0.4315395219454065,1,5,183,0.00546448087431694,0.1269233888074725,Glass-2,23
0.99863,945.4522222222222,5,17,183,0.0273224043715847,0.4315395219454065,1,5,183,0.00546448087431694,0.1269233888074725,Glass-2,23
0.999,945.4522222222222,5,17,183,0.0273224043715847,0.4315395219454065,1,5,183,0.00546448087431694,0.1269233888074725,Glass-2,23
