threshold,recorded_hours,tp_szcore,fp_szcore,ref_true_szcore,sens_szcore,fa_per_day_szcore,tp_ali,fp_ali,ref_true_ali,sens_ali,fa_per_day_ali,config,n_subjects
0.85355,944.8744444444444,48,544,183,0.26229508196721313,13.817708878428292,9,238,183,0.04918032786885246,6.0452476343123775,Full-18,23
0.89277,944.8744444444444,43,390,183,0.23497267759562843,9.906078056226166,7,104,183,0.03825136612021858,2.641620814993644,Full-18,23
0.92148,944.8744444444444,37,246,183,0.20218579234972678,6.248449235465735,5,51,183,0.0273224043715847,1.2954102073526523,Full-18,23
0.94251,944.8744444444444,35,140,183,0.1912568306010929,3.5560280201837515,3,39,183,0.01639344262295082,0.9906078056226165,Full-18,23
0.9579,944.8744444444444,30,69,183,0.16393442622950818,1.7526138099477062,2,27,183,0.01092896174863388,0.6858054038925807,Full-18,23
0.96918,944.8744444444444,26,44,183,0.14207650273224043,1.1176088063434648,1,17,183,0.00546448087431694,0.4318034024508841,Full-18,23
0.97743,944.8744444444444,23,28,183,0.12568306010928962,0.7112056040367503,1,11,183,0.00546448087431694,0.2794022015858662,Full-18,23
0.98347,944.8744444444444,21,14,183,0.11475409836065574,0.35560280201837513,1,8,183,0.00546448087431694,0.20320160115335723,Full-18,23
0.9879,944.8744444444444,16,11,183,0.08743169398907104,0.2794022015858662,1,6,183,0.00546448087431694,0.15240120086501793,Full-18,23
0.99114,944.8744444444444,14,4,183,0.07650273224043716,0.10160080057667861,1,5,183,0.00546448087431694,0.12700100072084827,Full-18,23
0.99351,944.8744444444444,9,3,183,0.04918032786885246,0.07620060043250897,1,4,183,0.00546448087431694,0.10160080057667861,Full-18,23
0.99525,944.8744444444444,9,3,183,0.04918032786885246,0.07620060043250897,1,4,183,0.00546448087431694,0.10160080057667861,Full-18,23
0.99652,944.8744444444444,9,3,183,0.04918032786885246,0.07620060043250897,1,4,183,0.00546448087431694,0.10160080057667861,Full-18,23
0.99745,944.8744444444444,6,1,183,0.03278688524590164,0.025400200144169653,0,4,183,0.0,0.10160080057667861,Full-18,23
0.99813,944.8744444444444,6,1,183,0.03278688524590164,0.025400200144169653,0,4,183,0.0,0.10160080057667861,Full-18,23
0.99863,944.8744444444444,6,1,183,0.03278688524590164,0.025400200144169653,0,4,183,0.0,0.10160080057667861,Full-18,23
0.999,944.8744444444444,6,1,183,0.03278688524590164,0.025400200144169653,0,4,183,0.0,0.10160080057667861,Full-18,23
0.0005,944.8744444444444,183,11170,183,1.0,283.720235610375,183,17009,183,1.0,432.03200425218165,Best-7,23
0.00075,944.8744444444444,183,11170,183,1.0,283.720235610375,183,17009,183,1.0,432.03200425218165,Best-7,23
0.00113,944.8744444444444,183,11170,183,1.0,283.720235610375,183,17009,183,1.0,432.03200425218165,Best-7,23
0.00171,944.8744444444444,183,11170,183,1.0,283.720235610375,183,17009,183,1.0,432.03200425218165,Best-7,23
0.00258,944.8744444444444,183,11170,183,1.0,283.720235610375,183,17009,183,1.0,432.03200425218165,Best-7,23
0.00388,944.8744444444444,183,11235,183,1.0,285.37124861974604,183,18784,183,1.0,477.11735950808276,Best-7,23
0.00585,944.8744444444444,183,11235,183,1.0,285.37124861974604,183,18784,183,1.0,477.11735950808276,Best-7,23
0.00881,944.8744444444444,183,11249,183,1.0,285.7268514217644,181,19704,183,0.9890710382513661,500.48554364071884,Best-7,23
0.01327,944.8744444444444,183,11243,183,1.0,285.5744502208994,180,20512,183,0.9836065573770492,521.0089053572079,Best-7,23
0.02,944.8744444444444,183,11172,183,1.0,283.77103601066335,178,21492,183,0.9726775956284153,545.9011014984942,Best-7,23
0.05111,944.8744444444444,181,10885,183,0.9890710382513661,276.48117856928667,164,18712,183,0.8961748633879781,475.2885450977026,Best-7,23
0.08222,944.8744444444444,181,10197,183,0.9890710382513661,259.005840870098,134,14555,183,0.73224043715847,369.6999130983893,Best-7,23
0.11333,944.8744444444444,179,9173,183,0.9781420765027322,232.99603592246822,109,11406,183,0.5956284153005464,289.7146828443991,Best-7,23
0.14444,944.8744444444444,174,8023,183,0.9508196721311475,203.78580575667314,92,9020,183,0.5027322404371585,229.10980530041027,Best-7,23
0.17556,944.8744444444444,161,7019,183,0.8797814207650273,178.2840048119268,79,7861,183,0.43169398907103823,199.67097333331765,Best-7,23
0.20667,944.8744444444444,149,6026,183,0.8142076502732241,153.06160606876634,75,6825,183,0.4098360655737705,173.3563659839579,Best-7,23
0.23778,944.8744444444444,138,5255,183,0.7540983606557377,133.47805175761152,73,6126,183,0.3989071038251366,155.6016260831833,Best-7,23
0.26889,944.8744444444444,131,4620,183,0.7158469945355191,117.3489246660638,65,5500,183,0.3551912568306011,139.7011007929331,Best-7,23
0.3,944.8744444444444,126,4170,183,0.6885245901639344,105.91883460118746,63,4990,183,0.3442622950819672,126.74699871940658,Best-7,23
